,artist id,artist popularity,genres,name,uri,url
171,6LqNN22kT3074XbTVUrhzX,79,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",Kesha,spotify:artist:6LqNN22kT3074XbTVUrhzX,https://open.spotify.com/artist/6LqNN22kT3074XbTVUrhzX
179,1G9G7WwrXka3Z1r7aIDjI7,76,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",OutKast,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,https://open.spotify.com/artist/1G9G7WwrXka3Z1r7aIDjI7
182,6jJ0s89eD6GaHleKKya26X,87,"['dance pop', 'pop', 'post-teen pop']",Katy Perry,spotify:artist:6jJ0s89eD6GaHleKKya26X,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X
187,2NhdGz9EDv2FeUw6udu2g1,68,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",The Wanted,spotify:artist:2NhdGz9EDv2FeUw6udu2g1,https://open.spotify.com/artist/2NhdGz9EDv2FeUw6udu2g1
192,3sgFRtyBnxXD5ESfmbK4dl,69,"['dance pop', 'pop', 'pop rap']",LMFAO,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,https://open.spotify.com/artist/3sgFRtyBnxXD5ESfmbK4dl
194,7o9Nl7K1Al6NNAHX6jn6iG,66,[],Travie McCoy,spotify:artist:7o9Nl7K1Al6NNAHX6jn6iG,https://open.spotify.com/artist/7o9Nl7K1Al6NNAHX6jn6iG
196,4yiQZ8tQPux8cPriYMWUFP,74,"['dance pop', 'europop', 'hip pop', 'pop', 'pop rock', 'post-teen pop']",Gwen Stefani,spotify:artist:4yiQZ8tQPux8cPriYMWUFP,https://open.spotify.com/artist/4yiQZ8tQPux8cPriYMWUFP
203,1yxSLGMDHlW21z4YXirZDS,84,"['dance pop', 'pop', 'pop rap']",The Black Eyed Peas,spotify:artist:1yxSLGMDHlW21z4YXirZDS,https://open.spotify.com/artist/1yxSLGMDHlW21z4YXirZDS
204,3aQeKQSyrW4qWr35idm0cy,81,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",T-Pain,spotify:artist:3aQeKQSyrW4qWr35idm0cy,https://open.spotify.com/artist/3aQeKQSyrW4qWr35idm0cy
205,5DYAABs8rkY9VhwtENoQCz,70,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",Gavin DeGraw,spotify:artist:5DYAABs8rkY9VhwtENoQCz,https://open.spotify.com/artist/5DYAABs8rkY9VhwtENoQCz
206,5EvFsr3kj42KNv97ZEnqij,74,"['dance pop', 'reggae fusion']",Shaggy,spotify:artist:5EvFsr3kj42KNv97ZEnqij,https://open.spotify.com/artist/5EvFsr3kj42KNv97ZEnqij
207,6wPhSqRtPu1UhRCDX5yaDJ,72,"['dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",The Pussycat Dolls,spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ,https://open.spotify.com/artist/6wPhSqRtPu1UhRCDX5yaDJ
208,0RpddSzUHfncUWNJXKOsjy,67,"['indie pop', 'modern rock', 'neo mellow', 'pop', 'pop punk', 'pop rock', 'post-teen pop']",Neon Trees,spotify:artist:0RpddSzUHfncUWNJXKOsjy,https://open.spotify.com/artist/0RpddSzUHfncUWNJXKOsjy
211,5nLYd9ST4Cnwy6NHaCxbj8,68,['atl hip hop'],CeeLo Green,spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8,https://open.spotify.com/artist/5nLYd9ST4Cnwy6NHaCxbj8
213,4m4SfDVbF5wxrwEjDKgi4k,67,"['australian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'social media pop', 'talent show', 'viral pop']",Cher Lloyd,spotify:artist:4m4SfDVbF5wxrwEjDKgi4k,https://open.spotify.com/artist/4m4SfDVbF5wxrwEjDKgi4k
214,3r17AfJCCUqC9Lf0OAc73G,72,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",Fergie,spotify:artist:3r17AfJCCUqC9Lf0OAc73G,https://open.spotify.com/artist/3r17AfJCCUqC9Lf0OAc73G
217,3KV3p5EY4AvKxOlhGHORLg,83,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",Jeremih,spotify:artist:3KV3p5EY4AvKxOlhGHORLg,https://open.spotify.com/artist/3KV3p5EY4AvKxOlhGHORLg
220,5OrB6Jhhrl9y2PK0pSV4VP,66,"['dirty south rap', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Young Money,spotify:artist:5OrB6Jhhrl9y2PK0pSV4VP,https://open.spotify.com/artist/5OrB6Jhhrl9y2PK0pSV4VP
222,6GMYJwaziB4ekv1Y6wCDWS,70,"['atl hip hop', 'dance pop', 'dirty south rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Soulja Boy,spotify:artist:6GMYJwaziB4ekv1Y6wCDWS,https://open.spotify.com/artist/6GMYJwaziB4ekv1Y6wCDWS
225,3K2zB87GZv1krx031en5VA,63,"['alternative dance', 'dance pop', 'electropop', 'indietronica', 'neo-synthpop', 'new rave']",La Roux,spotify:artist:3K2zB87GZv1krx031en5VA,https://open.spotify.com/artist/3K2zB87GZv1krx031en5VA
226,0EmeFodog0BfCgMzAIvKQp,84,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",Shakira,spotify:artist:0EmeFodog0BfCgMzAIvKQp,https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp
227,26dSoYclwsYLMAKD3tpOr4,81,"['dance pop', 'pop', 'post-teen pop']",Britney Spears,spotify:artist:26dSoYclwsYLMAKD3tpOr4,https://open.spotify.com/artist/26dSoYclwsYLMAKD3tpOr4
228,1EeArivTpzLNCqubV95255,50,['pop rap'],Cali Swag District,spotify:artist:1EeArivTpzLNCqubV95255,https://open.spotify.com/artist/1EeArivTpzLNCqubV95255
229,6jTnHxhb6cDCaCu4rdvsQ0,64,"['dance pop', 'neo mellow', 'neon pop punk', 'pop', 'pop punk', 'pop rock', 'post-teen pop', 'viral pop']",Hot Chelle Rae,spotify:artist:6jTnHxhb6cDCaCu4rdvsQ0,https://open.spotify.com/artist/6jTnHxhb6cDCaCu4rdvsQ0
231,0fA0VVWsXO9YnASrzqfmYu,79,"['hip hop', 'pop rap', 'rap']",Kid Cudi,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,https://open.spotify.com/artist/0fA0VVWsXO9YnASrzqfmYu
237,4M0DLz8te9Q1lNIXBBwvfG,58,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",Karmin,spotify:artist:4M0DLz8te9Q1lNIXBBwvfG,https://open.spotify.com/artist/4M0DLz8te9Q1lNIXBBwvfG
240,0p4nmQO2msCgU4IF37Wi3j,79,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",Avril Lavigne,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,https://open.spotify.com/artist/0p4nmQO2msCgU4IF37Wi3j
241,3vAaWhdBR38Q02ohXqaNHT,71,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']",The All-American Rejects,spotify:artist:3vAaWhdBR38Q02ohXqaNHT,https://open.spotify.com/artist/3vAaWhdBR38Q02ohXqaNHT
247,3whuHq0yGx60atvA2RCVRW,71,"['dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop']",Olly Murs,spotify:artist:3whuHq0yGx60atvA2RCVRW,https://open.spotify.com/artist/3whuHq0yGx60atvA2RCVRW
248,5qK5bOC6wLtuLhG5KvU17c,52,"['hip pop', 'trap queen']",Lil Mama,spotify:artist:5qK5bOC6wLtuLhG5KvU17c,https://open.spotify.com/artist/5qK5bOC6wLtuLhG5KvU17c
249,7hJcb9fa4alzcOq3EaNPoG,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",Snoop Dogg,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,https://open.spotify.com/artist/7hJcb9fa4alzcOq3EaNPoG
250,3Ngh2zDBRPEriyxQDAMKd1,70,"['neo mellow', 'pop rock', 'post-grunge']",Matchbox Twenty,spotify:artist:3Ngh2zDBRPEriyxQDAMKd1,https://open.spotify.com/artist/3Ngh2zDBRPEriyxQDAMKd1
251,4AK6F7OLvEQ5QYCBNiQWHq,85,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",One Direction,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,https://open.spotify.com/artist/4AK6F7OLvEQ5QYCBNiQWHq
252,6dJeKm76NjfXBNTpHmOhfO,71,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",Selena Gomez & The Scene,spotify:artist:6dJeKm76NjfXBNTpHmOhfO,https://open.spotify.com/artist/6dJeKm76NjfXBNTpHmOhfO
256,6eUKZXaKkcviH0Ku9w2n3V,96,"['pop', 'uk pop']",Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V
257,2oX42qP5ineK3hrhBECLmj,76,"['neo mellow', 'pop', 'pop rock', 'post-teen pop']",Andy Grammer,spotify:artist:2oX42qP5ineK3hrhBECLmj,https://open.spotify.com/artist/2oX42qP5ineK3hrhBECLmj
258,1md9aYaJ6Qt1FHypXICB5V,48,"['post-teen pop', 'talent show', 'teen pop']",Emblem3,spotify:artist:1md9aYaJ6Qt1FHypXICB5V,https://open.spotify.com/artist/1md9aYaJ6Qt1FHypXICB5V
259,5ILrArfIV0tMURcHJN8Q07,68,"['dance pop', 'folk-pop', 'lilith', 'neo mellow', 'piano rock', 'pop rock']",Vanessa Carlton,spotify:artist:5ILrArfIV0tMURcHJN8Q07,https://open.spotify.com/artist/5ILrArfIV0tMURcHJN8Q07
260,7dtJROxWQe3fxxF5t7o67N,53,"['candy pop', 'electropop', 'post-teen pop']",Bonnie McKee,spotify:artist:7dtJROxWQe3fxxF5t7o67N,https://open.spotify.com/artist/7dtJROxWQe3fxxF5t7o67N
262,4VhL8KLjVso4vLfOLVViTb,65,"['dance pop', 'pop', 'post-teen pop', 'social media pop', 'viral pop']",Bridgit Mendler,spotify:artist:4VhL8KLjVso4vLfOLVViTb,https://open.spotify.com/artist/4VhL8KLjVso4vLfOLVViTb
269,7gOdHgIoIKoe4i9Tta6qdD,86,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Jonas Brothers,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,https://open.spotify.com/artist/7gOdHgIoIKoe4i9Tta6qdD
272,2dd5mrQZvg6SmahdgVKDzh,61,"['dance pop', 'k-hop', 'k-pop']",PSY,spotify:artist:2dd5mrQZvg6SmahdgVKDzh,https://open.spotify.com/artist/2dd5mrQZvg6SmahdgVKDzh
273,4dwdTW1Lfiq0cM8nBAqIIz,74,"['folk-pop', 'indie folk', 'indie pop', 'metropopolis', 'modern rock', 'stomp and holler']",Of Monsters and Men,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,https://open.spotify.com/artist/4dwdTW1Lfiq0cM8nBAqIIz
278,0kkxsdcaWmWU2yWAqclDh4,64,"['australian pop', 'pop', 'post-teen pop', 'viral pop']",Rixton,spotify:artist:0kkxsdcaWmWU2yWAqclDh4,https://open.spotify.com/artist/0kkxsdcaWmWU2yWAqclDh4
283,0GWCNkPi54upO9WLlwjAHd,66,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Big Time Rush,spotify:artist:0GWCNkPi54upO9WLlwjAHd,https://open.spotify.com/artist/0GWCNkPi54upO9WLlwjAHd
286,1g1yxsNVPhMUl9GrMjEb2o,70,"['neo mellow', 'pop punk', 'pop rock']",Plain White T's,spotify:artist:1g1yxsNVPhMUl9GrMjEb2o,https://open.spotify.com/artist/1g1yxsNVPhMUl9GrMjEb2o
287,3WtcOzeKXq5mUINE0bNfnt,57,['west end'],Sharpay Evans,spotify:artist:3WtcOzeKXq5mUINE0bNfnt,https://open.spotify.com/artist/3WtcOzeKXq5mUINE0bNfnt
288,6zTbBugfNc95zo8ClFDhIn,62,"['hollywood', 'post-teen pop']",Troy,spotify:artist:6zTbBugfNc95zo8ClFDhIn,https://open.spotify.com/artist/6zTbBugfNc95zo8ClFDhIn
289,4UXqAaa6dQYAk18Lv7PEgX,84,"['emo', 'modern rock', 'pop punk']",Fall Out Boy,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,https://open.spotify.com/artist/4UXqAaa6dQYAk18Lv7PEgX
293,0N0d3kjwdY2h7UVuTdJGfp,69,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international']",Cascada,spotify:artist:0N0d3kjwdY2h7UVuTdJGfp,https://open.spotify.com/artist/0N0d3kjwdY2h7UVuTdJGfp
298,3Ayl7mCk0nScecqOzvNp6s,71,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']",Jimmy Eat World,spotify:artist:3Ayl7mCk0nScecqOzvNp6s,https://open.spotify.com/artist/3Ayl7mCk0nScecqOzvNp6s
303,0uq5PttqEjj3IH1bzwcrXF,72,"['dance pop', 'europop', 'girl group', 'pop']",Spice Girls,spotify:artist:0uq5PttqEjj3IH1bzwcrXF,https://open.spotify.com/artist/0uq5PttqEjj3IH1bzwcrXF
306,3b8QkneNDz4JHKKKlLgYZg,82,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",Florida Georgia Line,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,https://open.spotify.com/artist/3b8QkneNDz4JHKKKlLgYZg
307,2o5jDhtHVPhrJdv3cEQ99Z,84,"['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'house', 'pop', 'trance', 'tropical house']",Tiësto,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z
312,1l8Fu6IkuTP0U5QetQJ5Xt,76,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",Fifth Harmony,spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt,https://open.spotify.com/artist/1l8Fu6IkuTP0U5QetQJ5Xt
313,5MouCg6ta7zAxsfMEbc1uh,70,"['dance pop', 'tropical house']",OMI,spotify:artist:5MouCg6ta7zAxsfMEbc1uh,https://open.spotify.com/artist/5MouCg6ta7zAxsfMEbc1uh
314,5zzrJD2jXrE9dZ1AklRFcL,61,"['folk-pop', 'lilith', 'neo mellow', 'pop rock', 'scottish singer-songwriter']",KT Tunstall,spotify:artist:5zzrJD2jXrE9dZ1AklRFcL,https://open.spotify.com/artist/5zzrJD2jXrE9dZ1AklRFcL
317,1pgtr4nhBQjp9oCUBPyYWh,62,"['pop rock', 'power pop']",Fountains Of Wayne,spotify:artist:1pgtr4nhBQjp9oCUBPyYWh,https://open.spotify.com/artist/1pgtr4nhBQjp9oCUBPyYWh
322,3Nrfpe0tUJi4K4DXYWgMUX,91,"['k-pop', 'k-pop boy group']",BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX
326,6LuN9FCkKOj5PcnpouEgny,95,['pop'],Khalid,spotify:artist:6LuN9FCkKOj5PcnpouEgny,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny
329,7gAppWoH7pcYmphCVTXkzs,77,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",The Vamps,spotify:artist:7gAppWoH7pcYmphCVTXkzs,https://open.spotify.com/artist/7gAppWoH7pcYmphCVTXkzs
332,6KImCVD70vtIoJWnq6nGn3,84,"['dance pop', 'pop', 'post-teen pop']",Harry Styles,spotify:artist:6KImCVD70vtIoJWnq6nGn3,https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3
333,6M2wZ9GZgrQXHCFfjv46we,87,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we
338,5JMLG56F1X5mFmWNmS0iAp,78,"['dance pop', 'electropop', 'indie poptimism', 'indie r&b', 'pop']",Chelsea Cutler,spotify:artist:5JMLG56F1X5mFmWNmS0iAp,https://open.spotify.com/artist/5JMLG56F1X5mFmWNmS0iAp
342,4nDoRrQiYLoBzwC5BhVJzF,94,"['dance pop', 'pop', 'post-teen pop']",Camila Cabello,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF
345,3AVfmawzu83sp94QW7CEGm,75,"['dance pop', 'electropop', 'norwegian pop', 'pop', 'post-teen pop', 'tropical house']",Astrid S,spotify:artist:3AVfmawzu83sp94QW7CEGm,https://open.spotify.com/artist/3AVfmawzu83sp94QW7CEGm
348,0ZED1XzwlLHW4ZaG4lOT6m,84,"['dance pop', 'pop', 'post-teen pop']",Julia Michaels,spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m,https://open.spotify.com/artist/0ZED1XzwlLHW4ZaG4lOT6m
350,4kYGAK2zu9EAomwj3hXkXy,78,"['dance pop', 'neo mellow', 'pop', 'tropical house', 'uk pop']",JP Cooper,spotify:artist:4kYGAK2zu9EAomwj3hXkXy,https://open.spotify.com/artist/4kYGAK2zu9EAomwj3hXkXy
351,50JJSqHUf2RQ9xsHs0KMHg,78,"['pop', 'pop rap']",Jon Bellion,spotify:artist:50JJSqHUf2RQ9xsHs0KMHg,https://open.spotify.com/artist/50JJSqHUf2RQ9xsHs0KMHg
353,1L9i6qZYIGQedgM9QLSyzb,68,"['deep house', 'deep tropical house', 'edm', 'new french touch', 'tropical house']",Klingande,spotify:artist:1L9i6qZYIGQedgM9QLSyzb,https://open.spotify.com/artist/1L9i6qZYIGQedgM9QLSyzb
354,4xRYI6VqpkE3UwrDrAZL8L,86,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",Logic,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,https://open.spotify.com/artist/4xRYI6VqpkE3UwrDrAZL8L
357,0QHgL1lAIqAw0HtD7YldmP,81,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",DJ Khaled,spotify:artist:0QHgL1lAIqAw0HtD7YldmP,https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP
360,698hF4vcwHwPy8ltmXermq,68,"['dance pop', 'edm', 'pop', 'pop rap']",Far East Movement,spotify:artist:698hF4vcwHwPy8ltmXermq,https://open.spotify.com/artist/698hF4vcwHwPy8ltmXermq
366,2AsusXITU8P25dlRNhcAbG,69,['australian pop'],Gotye,spotify:artist:2AsusXITU8P25dlRNhcAbG,https://open.spotify.com/artist/2AsusXITU8P25dlRNhcAbG
368,75FnCoo4FBxH5K1Rrx0k5A,62,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",The Band Perry,spotify:artist:75FnCoo4FBxH5K1Rrx0k5A,https://open.spotify.com/artist/75FnCoo4FBxH5K1Rrx0k5A
372,2aYJ5LAta2ScCdfLhKgZOY,60,"['dance pop', 'emo', 'neon pop punk', 'pop', 'pop punk', 'post-teen pop']",Cobra Starship,spotify:artist:2aYJ5LAta2ScCdfLhKgZOY,https://open.spotify.com/artist/2aYJ5LAta2ScCdfLhKgZOY
376,6vWDO969PvNqNYHIOW5v0m,89,"['dance pop', 'pop', 'r&b']",Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m
378,5Pwc4xIPtQLFEnJriah9YJ,85,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rock']",OneRepublic,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ
380,0BvkDsjIUla7X0k6CSWh1I,79,"['contemporary country', 'country', 'country road']",Luke Bryan,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,https://open.spotify.com/artist/0BvkDsjIUla7X0k6CSWh1I
384,0BmLNz4nSLfoWYW1cYsElL,61,"['dance pop', 'romanian pop']",Alexandra Stan,spotify:artist:0BmLNz4nSLfoWYW1cYsElL,https://open.spotify.com/artist/0BmLNz4nSLfoWYW1cYsElL
388,1Cs0zKBU1kc0i8ypK3B9ai,89,"['dance pop', 'edm', 'pop']",David Guetta,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai
396,1n2pb9Tsfe4SwAjmUac6YT,71,"['contemporary country', 'country', 'country road', 'modern country rock']",Jake Owen,spotify:artist:1n2pb9Tsfe4SwAjmUac6YT,https://open.spotify.com/artist/1n2pb9Tsfe4SwAjmUac6YT
398,2gBjLmx6zQnFGQJCAQpRgw,77,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",Nelly,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw
402,3FfvYsEGaIb52QPXhg4DcH,79,"['contemporary country', 'country', 'country road']",Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,https://open.spotify.com/artist/3FfvYsEGaIb52QPXhg4DcH
410,0C8ZW7ezQVs4URX5aX7Kqx,91,"['dance pop', 'pop', 'post-teen pop']",Selena Gomez,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx
411,1Y8cdNmUJH7yBTd9yOvr5i,76,"['dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",Destiny's Child,spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i,https://open.spotify.com/artist/1Y8cdNmUJH7yBTd9yOvr5i
413,3DiDSECUqqY1AuBP8qtaIa,80,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",Alicia Keys,spotify:artist:3DiDSECUqqY1AuBP8qtaIa,https://open.spotify.com/artist/3DiDSECUqqY1AuBP8qtaIa
421,4AVFqumd2ogHFlRbKIjp1t,79,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']",Alesso,spotify:artist:4AVFqumd2ogHFlRbKIjp1t,https://open.spotify.com/artist/4AVFqumd2ogHFlRbKIjp1t
422,3QSQFmccmX81fWCUSPTS7y,81,"['australian pop', 'pop']",Dean Lewis,spotify:artist:3QSQFmccmX81fWCUSPTS7y,https://open.spotify.com/artist/3QSQFmccmX81fWCUSPTS7y
423,2X97ZAqRKRMYFIDqtvGgGc,69,"['edm', 'house', 'tropical house']",Silk City,spotify:artist:2X97ZAqRKRMYFIDqtvGgGc,https://open.spotify.com/artist/2X97ZAqRKRMYFIDqtvGgGc
428,6qqNVTkY8uBg9cP3Jd7DAH,94,"['electropop', 'pop']",Billie Eilish,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH
429,3WGpXCj9YhhfX11TToZcXP,81,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",Troye Sivan,spotify:artist:3WGpXCj9YhhfX11TToZcXP,https://open.spotify.com/artist/3WGpXCj9YhhfX11TToZcXP
430,1bqxdqvUtPWZri43cKHac8,76,"['dance pop', 'indie poptimism', 'pop', 'pop rap', 'post-teen pop', 'viral pop']",MAX,spotify:artist:1bqxdqvUtPWZri43cKHac8,https://open.spotify.com/artist/1bqxdqvUtPWZri43cKHac8
431,4MCBfE4596Uoi2O4DtmEMz,93,"['chicago rap', 'melodic rap', 'pop']",Juice WRLD,spotify:artist:4MCBfE4596Uoi2O4DtmEMz,https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz
432,4xnihxcoXWK3UqryOSnbw5,76,"['dance pop', 'electropop', 'indie poptimism', 'pop']",Sasha Sloan,spotify:artist:4xnihxcoXWK3UqryOSnbw5,https://open.spotify.com/artist/4xnihxcoXWK3UqryOSnbw5
436,5jAMCwdNHWr7JThxtMuEyy,76,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop edm', 'post-teen pop', 'tropical house']",NOTD,spotify:artist:5jAMCwdNHWr7JThxtMuEyy,https://open.spotify.com/artist/5jAMCwdNHWr7JThxtMuEyy
438,7HkdQ0gt53LP4zmHsL0nap,79,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",Ella Mai,spotify:artist:7HkdQ0gt53LP4zmHsL0nap,https://open.spotify.com/artist/7HkdQ0gt53LP4zmHsL0nap
441,2ysnwxxNtSgbb9t1m2Ur4j,78,"['neo-singer-songwriter', 'pop']",George Ezra,spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j,https://open.spotify.com/artist/2ysnwxxNtSgbb9t1m2Ur4j
442,6beUvFUlKliUYJdLOXNj9C,75,"['dance pop', 'electropop', 'nyc pop', 'pop']",King Princess,spotify:artist:6beUvFUlKliUYJdLOXNj9C,https://open.spotify.com/artist/6beUvFUlKliUYJdLOXNj9C
452,58MLl9nC29IXbE4nEtuoP2,70,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']",Alex & Sierra,spotify:artist:58MLl9nC29IXbE4nEtuoP2,https://open.spotify.com/artist/58MLl9nC29IXbE4nEtuoP2
454,64KEffDW9EtZ1y2vBYgq8T,89,"['brostep', 'pop', 'progressive electro house']",Marshmello,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T
455,4IWBUUAFIplrNtaOHcJPRM,86,"['pop', 'post-teen pop', 'talent show', 'uk pop']",James Arthur,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,https://open.spotify.com/artist/4IWBUUAFIplrNtaOHcJPRM
461,60d24wfXkVzDSfLS6hyCjZ,86,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",Martin Garrix,spotify:artist:60d24wfXkVzDSfLS6hyCjZ,https://open.spotify.com/artist/60d24wfXkVzDSfLS6hyCjZ
463,36jaGQtMj5UWD0eO1fCVdD,66,['australian pop'],Joel Adams,spotify:artist:36jaGQtMj5UWD0eO1fCVdD,https://open.spotify.com/artist/36jaGQtMj5UWD0eO1fCVdD
471,2l35CQqtYRh3d8ZIiBep4v,73,"['australian pop', 'dance pop', 'pop', 'pop rock', 'post-teen pop', 'social media pop']",MKTO,spotify:artist:2l35CQqtYRh3d8ZIiBep4v,https://open.spotify.com/artist/2l35CQqtYRh3d8ZIiBep4v
480,58CUVLn2xm7I9iFg97t9XC,34,['alternative americana'],Willis Earl Beal,spotify:artist:58CUVLn2xm7I9iFg97t9XC,https://open.spotify.com/artist/58CUVLn2xm7I9iFg97t9XC
483,2YZyLoL8N0Wb9xBt1NhZWg,89,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']",Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg
484,6DPYiyq5kWVQS4RGwxzPC7,80,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",Dr. Dre,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7
