,artist id,artist popularity,genres,name,uri,url
485,5he5w2lnU9x7JFhnwcekXX,81,"['brostep', 'complextro', 'edm', 'electro', 'electro house', 'pop']",Skrillex,spotify:artist:5he5w2lnU9x7JFhnwcekXX,https://open.spotify.com/artist/5he5w2lnU9x7JFhnwcekXX
486,1r7pmtRb7lbWEeKPBYB0oT,39,[],Tony Montana Music,spotify:artist:1r7pmtRb7lbWEeKPBYB0oT,https://open.spotify.com/artist/1r7pmtRb7lbWEeKPBYB0oT
487,3JaAGmSTpJK35DqWrDUzBz,61,"['album rock', 'blues rock', 'classic rock', 'classic uk pop', 'glam rock', 'hard rock', 'rock']",Sweet,spotify:artist:3JaAGmSTpJK35DqWrDUzBz,https://open.spotify.com/artist/3JaAGmSTpJK35DqWrDUzBz
488,2QYEvpsWUOjqaYuxDPTCmV,58,['hip pop'],Diddy - Dirty Money,spotify:artist:2QYEvpsWUOjqaYuxDPTCmV,https://open.spotify.com/artist/2QYEvpsWUOjqaYuxDPTCmV
489,77IURH5NC56Jn09QHi76is,64,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",Bad Meets Evil,spotify:artist:77IURH5NC56Jn09QHi76is,https://open.spotify.com/artist/77IURH5NC56Jn09QHi76is
492,1ZwdS5xdxEREPySFridCfh,81,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",2Pac,spotify:artist:1ZwdS5xdxEREPySFridCfh,https://open.spotify.com/artist/1ZwdS5xdxEREPySFridCfh
495,5Rl15oVamLq7FbSb0NNBNy,87,"['boy band', 'dance pop', 'pop', 'post-teen pop']",5 Seconds of Summer,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,https://open.spotify.com/artist/5Rl15oVamLq7FbSb0NNBNy
499,5CiGnKThu5ctn9pBxv7DGa,80,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house']",benny blanco,spotify:artist:5CiGnKThu5ctn9pBxv7DGa,https://open.spotify.com/artist/5CiGnKThu5ctn9pBxv7DGa
500,0Y5tJX1MQlPlqiwlOH1tJY,96,"['pop', 'pop rap', 'rap']",Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY
503,1vo8zHmO1KzkuU9Xxh6J7W,72,"['big room', 'deep big room', 'edm', 'electro house', 'house', 'pop edm', 'tropical house']",MOTi,spotify:artist:1vo8zHmO1KzkuU9Xxh6J7W,https://open.spotify.com/artist/1vo8zHmO1KzkuU9Xxh6J7W
504,4xSQ9zt3zGyyiCXazv4mhf,55,['progressive house'],Steve Brian,spotify:artist:4xSQ9zt3zGyyiCXazv4mhf,https://open.spotify.com/artist/4xSQ9zt3zGyyiCXazv4mhf
513,1YlyxjwYNSjBD0NAJGEfWB,48,"['australian dance', 'melbourne bounce international']",Bombs Away,spotify:artist:1YlyxjwYNSjBD0NAJGEfWB,https://open.spotify.com/artist/1YlyxjwYNSjBD0NAJGEfWB
515,7sfl4Xt5KmfyDs2T3SVSMK,75,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop']",Lil Jon,spotify:artist:7sfl4Xt5KmfyDs2T3SVSMK,https://open.spotify.com/artist/7sfl4Xt5KmfyDs2T3SVSMK
516,6vXTefBL93Dj5IqAWq6OTv,85,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",French Montana,spotify:artist:6vXTefBL93Dj5IqAWq6OTv,https://open.spotify.com/artist/6vXTefBL93Dj5IqAWq6OTv
521,3fHjwMnkM9ov8CozqkYxWY,51,"['canadian contemporary r&b', 'canadian hip hop', 'rap calme', 'trap soul']",Ramriddlz,spotify:artist:3fHjwMnkM9ov8CozqkYxWY,https://open.spotify.com/artist/3fHjwMnkM9ov8CozqkYxWY
524,0LcJLqbBmaGUft1e9Mm8HV,79,"['europop', 'swedish pop']",ABBA,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,https://open.spotify.com/artist/0LcJLqbBmaGUft1e9Mm8HV
525,0B3N0ZINFWvizfa8bKiz4v,77,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'uk pop', 'viral pop']",James TW,spotify:artist:0B3N0ZINFWvizfa8bKiz4v,https://open.spotify.com/artist/0B3N0ZINFWvizfa8bKiz4v
531,5ZsFI1h6hIdQRw2ti0hz81,85,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",ZAYN,spotify:artist:5ZsFI1h6hIdQRw2ti0hz81,https://open.spotify.com/artist/5ZsFI1h6hIdQRw2ti0hz81
551,4obzFoKoKRHIphyHzJ35G3,85,"['latin viral pop', 'pop', 'rap latina', 'reggaeton']",Becky G,spotify:artist:4obzFoKoKRHIphyHzJ35G3,https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3
552,6ydoSd3N2mwgwBHtF6K7eX,79,"['pop', 'viral pop']",Calum Scott,spotify:artist:6ydoSd3N2mwgwBHtF6K7eX,https://open.spotify.com/artist/6ydoSd3N2mwgwBHtF6K7eX
558,2WzaAvm2bBCf4pEhyuDgCY,72,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",Ruth B.,spotify:artist:2WzaAvm2bBCf4pEhyuDgCY,https://open.spotify.com/artist/2WzaAvm2bBCf4pEhyuDgCY
571,4ehtJnVumNf6xzSCDk8aLB,74,"['big room', 'dance pop', 'danish electronic', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']",Martin Jensen,spotify:artist:4ehtJnVumNf6xzSCDk8aLB,https://open.spotify.com/artist/4ehtJnVumNf6xzSCDk8aLB
573,4BxCuXFJrSWGi1KHcVqaU4,75,"['irish pop', 'modern rock', 'neo mellow', 'pop']",Kodaline,spotify:artist:4BxCuXFJrSWGi1KHcVqaU4,https://open.spotify.com/artist/4BxCuXFJrSWGi1KHcVqaU4
576,2C9n4tQgNLhHPhSCmdsQnk,62,"['dance pop', 'idol', 'lds youth', 'neo mellow', 'post-teen pop', 'viral pop']",David Archuleta,spotify:artist:2C9n4tQgNLhHPhSCmdsQnk,https://open.spotify.com/artist/2C9n4tQgNLhHPhSCmdsQnk
582,5tKXB9uuebKE34yowVaU3C,67,"['dance pop', 'pop rap', 'post-teen pop']",Iyaz,spotify:artist:5tKXB9uuebKE34yowVaU3C,https://open.spotify.com/artist/5tKXB9uuebKE34yowVaU3C
583,6aZyMrc4doVtZyKNilOmwu,74,"['dance pop', 'folk-pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",Colbie Caillat,spotify:artist:6aZyMrc4doVtZyKNilOmwu,https://open.spotify.com/artist/6aZyMrc4doVtZyKNilOmwu
589,07QEuhtrNmmZ0zEcqE9SF6,72,"['pop', 'pop rock', 'post-teen pop']",Owl City,spotify:artist:07QEuhtrNmmZ0zEcqE9SF6,https://open.spotify.com/artist/07QEuhtrNmmZ0zEcqE9SF6
591,21E3waRsmPlU7jZsS13rcj,81,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",Ne-Yo,spotify:artist:21E3waRsmPlU7jZsS13rcj,https://open.spotify.com/artist/21E3waRsmPlU7jZsS13rcj
592,4gzpq5DPGxSnKTe4SA8HAU,89,"['permanent wave', 'pop']",Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU
595,29WzbAQtDnBJF09es0uddn,67,"['british soul', 'neo mellow', 'neo soul', 'soul']",Corinne Bailey Rae,spotify:artist:29WzbAQtDnBJF09es0uddn,https://open.spotify.com/artist/29WzbAQtDnBJF09es0uddn
605,6JMHws5haIO6V35YNYDnDw,63,"['australian pop', 'bubblegum dance', 'candy pop', 'dance pop', 'europop', 'girl group']",Atomic Kitten,spotify:artist:6JMHws5haIO6V35YNYDnDw,https://open.spotify.com/artist/6JMHws5haIO6V35YNYDnDw
607,4nNwfeVaNJlfz8RdCT5MJO,55,['europop'],Gareth Gates,spotify:artist:4nNwfeVaNJlfz8RdCT5MJO,https://open.spotify.com/artist/4nNwfeVaNJlfz8RdCT5MJO
608,4M6Z1wubeKtwPqbjJygTOc,59,['barbadian pop'],Shontelle,spotify:artist:4M6Z1wubeKtwPqbjJygTOc,https://open.spotify.com/artist/4M6Z1wubeKtwPqbjJygTOc
609,3GBPw9NK25X1Wt2OUvOwY3,80,['neo mellow'],Jack Johnson,spotify:artist:3GBPw9NK25X1Wt2OUvOwY3,https://open.spotify.com/artist/3GBPw9NK25X1Wt2OUvOwY3
610,4iHNK0tOyZPYnBU7nGAgpQ,81,"['dance pop', 'pop', 'r&b', 'urban contemporary']",Mariah Carey,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ
611,7o95ZoZt5ZYn31e9z1Hc0a,69,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",Natasha Bedingfield,spotify:artist:7o95ZoZt5ZYn31e9z1Hc0a,https://open.spotify.com/artist/7o95ZoZt5ZYn31e9z1Hc0a
615,2Sqr0DXoaYABbjBo9HaMkM,74,"['acoustic pop', 'dance pop', 'folk-pop', 'lilith', 'neo mellow', 'pop', 'pop rock']",Sara Bareilles,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,https://open.spotify.com/artist/2Sqr0DXoaYABbjBo9HaMkM
619,0hEurMDQu99nJRq8pTxO14,85,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14,https://open.spotify.com/artist/0hEurMDQu99nJRq8pTxO14
621,20s0P9QLxGqKuCsGwFsp7w,71,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",Mario,spotify:artist:20s0P9QLxGqKuCsGwFsp7w,https://open.spotify.com/artist/20s0P9QLxGqKuCsGwFsp7w
622,5lKZWd6HiSCLfnDGrq9RAm,73,"['australian pop', 'british soul', 'dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop']",Leona Lewis,spotify:artist:5lKZWd6HiSCLfnDGrq9RAm,https://open.spotify.com/artist/5lKZWd6HiSCLfnDGrq9RAm
624,7xTcuBOIAAIGDOSvwYFPzk,64,"['canadian pop', 'neo mellow', 'pop rock']",Daniel Powter,spotify:artist:7xTcuBOIAAIGDOSvwYFPzk,https://open.spotify.com/artist/7xTcuBOIAAIGDOSvwYFPzk
626,6S0dmVVn4udvppDhZIWxCr,73,"['dance pop', 'miami hip hop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",Sean Kingston,spotify:artist:6S0dmVVn4udvppDhZIWxCr,https://open.spotify.com/artist/6S0dmVVn4udvppDhZIWxCr
627,5T0MSzX9RC5NA6gAI6irSn,70,['r&b'],Estelle,spotify:artist:5T0MSzX9RC5NA6gAI6irSn,https://open.spotify.com/artist/5T0MSzX9RC5NA6gAI6irSn
631,6Ff53KvcvAj5U7Z1vojB5o,73,"['boy band', 'dance pop', 'europop', 'pop']",*NSYNC,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,https://open.spotify.com/artist/6Ff53KvcvAj5U7Z1vojB5o
636,7rZNSLWMjTbwdLNskFbzFf,64,"['australian pop', 'bubblegum dance', 'dance pop', 'europop', 'girl group', 'neo soul', 'pop', 'post-teen pop']",Sugababes,spotify:artist:7rZNSLWMjTbwdLNskFbzFf,https://open.spotify.com/artist/7rZNSLWMjTbwdLNskFbzFf
637,0z4gvV4rjIZ9wHck67ucSV,81,"['dance pop', 'pop', 'pop rap']",Akon,spotify:artist:0z4gvV4rjIZ9wHck67ucSV,https://open.spotify.com/artist/0z4gvV4rjIZ9wHck67ucSV
641,7gP3bB2nilZXLfPHJhMdvc,77,"['indie pop', 'modern rock', 'pop', 'rock']",Foster The People,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,https://open.spotify.com/artist/7gP3bB2nilZXLfPHJhMdvc
643,53A0W3U0s8diEn9RhXQhVz,75,"['neo mellow', 'piano rock', 'pop rock', 'rock']",Keane,spotify:artist:53A0W3U0s8diEn9RhXQhVz,https://open.spotify.com/artist/53A0W3U0s8diEn9RhXQhVz
647,6SsTlCsuCYleNza6xGwynu,66,"['electropop', 'europop', 'swedish electropop', 'swedish pop']",Agnes,spotify:artist:6SsTlCsuCYleNza6xGwynu,https://open.spotify.com/artist/6SsTlCsuCYleNza6xGwynu
652,25IG9fa7cbdmCIy3OnuH57,71,"['contemporary country', 'country', 'country dawn']",Dixie Chicks,spotify:artist:25IG9fa7cbdmCIy3OnuH57,https://open.spotify.com/artist/25IG9fa7cbdmCIy3OnuH57
654,2yEkZBBjhzKzt6LF5XMaFi,64,"['boy band', 'dance pop', 'europop']",Blue,spotify:artist:2yEkZBBjhzKzt6LF5XMaFi,https://open.spotify.com/artist/2yEkZBBjhzKzt6LF5XMaFi
656,11hIqBsGRPztdjBHCSLClX,58,['europop'],Daniel Bedingfield,spotify:artist:11hIqBsGRPztdjBHCSLClX,https://open.spotify.com/artist/11hIqBsGRPztdjBHCSLClX
659,5MmVJVhhYKQ86izuGHzJYA,71,"['dance pop', 'europop', 'pop']",MIKA,spotify:artist:5MmVJVhhYKQ86izuGHzJYA,https://open.spotify.com/artist/5MmVJVhhYKQ86izuGHzJYA
660,1moxjboGR7GNWYIMWsRjgG,78,"['art pop', 'baroque pop', 'chamber pop', 'dance pop', 'folk-pop', 'pop', 'uk alternative pop']",Florence + The Machine,spotify:artist:1moxjboGR7GNWYIMWsRjgG,https://open.spotify.com/artist/1moxjboGR7GNWYIMWsRjgG
663,5JZ7CnR6gTvEMKX4g70Amv,89,"['dance pop', 'pop']",Lauv,spotify:artist:5JZ7CnR6gTvEMKX4g70Amv,https://open.spotify.com/artist/5JZ7CnR6gTvEMKX4g70Amv
700,41MozSoPIsD1dJM0CLPjZF,82,"['k-pop', 'k-pop girl group']",BLACKPINK,spotify:artist:41MozSoPIsD1dJM0CLPjZF,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF
714,3Y7RZ31TRPVadSFVy1o8os,81,"['pop', 'pop rap']",H.E.R.,spotify:artist:3Y7RZ31TRPVadSFVy1o8os,https://open.spotify.com/artist/3Y7RZ31TRPVadSFVy1o8os
723,4Ga1P7PMIsmqEZqhYZQgDo,89,['melodic rap'],Lil Tecca,spotify:artist:4Ga1P7PMIsmqEZqhYZQgDo,https://open.spotify.com/artist/4Ga1P7PMIsmqEZqhYZQgDo
728,57LYzLEk2LcFghVwuWbcuS,86,"['pop', 'pop rap']",Summer Walker,spotify:artist:57LYzLEk2LcFghVwuWbcuS,https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS
732,3KwmxIhSe9UTSEF37kwngR,79,['electropop'],SHAED,spotify:artist:3KwmxIhSe9UTSEF37kwngR,https://open.spotify.com/artist/3KwmxIhSe9UTSEF37kwngR
734,56oDRnqbIiwx4mymNEv7dS,88,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",Lizzo,spotify:artist:56oDRnqbIiwx4mymNEv7dS,https://open.spotify.com/artist/56oDRnqbIiwx4mymNEv7dS
735,4r63FhuTkUYltbVAg5TQnk,92,"['nc hip hop', 'pop rap', 'rap']",DaBaby,spotify:artist:4r63FhuTkUYltbVAg5TQnk,https://open.spotify.com/artist/4r63FhuTkUYltbVAg5TQnk
738,6i392l38cR3uBPF0DbNs7S,81,"['hip hop', 'melodic rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Quality Control,spotify:artist:6i392l38cR3uBPF0DbNs7S,https://open.spotify.com/artist/6i392l38cR3uBPF0DbNs7S
739,0YinUQ50QDB7ZxSCLyQ40k,83,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Mustard,spotify:artist:0YinUQ50QDB7ZxSCLyQ40k,https://open.spotify.com/artist/0YinUQ50QDB7ZxSCLyQ40k
742,7EekKnlf2HwNaLLpL9Cpgy,64,"['arkansas country', 'contemporary country', 'country pop']",Matt Stell,spotify:artist:7EekKnlf2HwNaLLpL9Cpgy,https://open.spotify.com/artist/7EekKnlf2HwNaLLpL9Cpgy
750,718COspgdWOnwOFpJHRZHS,84,"['contemporary country', 'country road']",Luke Combs,spotify:artist:718COspgdWOnwOFpJHRZHS,https://open.spotify.com/artist/718COspgdWOnwOFpJHRZHS
752,68abRTdO4meYReMWHvBYb0,70,['contemporary country'],Chris Lane,spotify:artist:68abRTdO4meYReMWHvBYb0,https://open.spotify.com/artist/68abRTdO4meYReMWHvBYb0
753,6fOMl44jA4Sp5b9PpYCkzz,87,"['hip hop', 'rap']",NF,spotify:artist:6fOMl44jA4Sp5b9PpYCkzz,https://open.spotify.com/artist/6fOMl44jA4Sp5b9PpYCkzz
754,6WY7D3jk8zTrHtmkqqo5GI,80,"['contemporary country', 'texas country']",Maren Morris,spotify:artist:6WY7D3jk8zTrHtmkqqo5GI,https://open.spotify.com/artist/6WY7D3jk8zTrHtmkqqo5GI
755,6y8XlgIV8BLlIg1tT1R10i,76,"['contemporary country', 'country road']",Old Dominion,spotify:artist:6y8XlgIV8BLlIg1tT1R10i,https://open.spotify.com/artist/6y8XlgIV8BLlIg1tT1R10i
758,7x8nK0m0cP2ksQf0mjWdPS,73,"['contemporary country', 'country', 'country road', 'modern country rock']",Dierks Bentley,spotify:artist:7x8nK0m0cP2ksQf0mjWdPS,https://open.spotify.com/artist/7x8nK0m0cP2ksQf0mjWdPS
761,5q8HGNo0BjLWaTAhRtbwxa,73,"['contemporary country', 'country', 'country road', 'modern country rock']",Brantley Gilbert,spotify:artist:5q8HGNo0BjLWaTAhRtbwxa,https://open.spotify.com/artist/5q8HGNo0BjLWaTAhRtbwxa
762,2cWZOOzeOm4WmBJRnD5R7I,83,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",Normani,spotify:artist:2cWZOOzeOm4WmBJRnD5R7I,https://open.spotify.com/artist/2cWZOOzeOm4WmBJRnD5R7I
763,2cFrymmkijnjDg9SS92EPM,87,"['pop', 'pop rap']",blackbear,spotify:artist:2cFrymmkijnjDg9SS92EPM,https://open.spotify.com/artist/2cFrymmkijnjDg9SS92EPM
766,1E2AEtxaFaJtH0lO7kgNKw,70,"['contemporary country', 'country', 'country road', 'modern country rock']",Russell Dickerson,spotify:artist:1E2AEtxaFaJtH0lO7kgNKw,https://open.spotify.com/artist/1E2AEtxaFaJtH0lO7kgNKw
767,2R21vXR83lH98kGeO99Y66,94,"['reggaeton flow', 'trap latino']",Anuel AA,spotify:artist:2R21vXR83lH98kGeO99Y66,https://open.spotify.com/artist/2R21vXR83lH98kGeO99Y66
769,6USMTwO0MNDnKte5a5h0xx,82,[],Y2K,spotify:artist:6USMTwO0MNDnKte5a5h0xx,https://open.spotify.com/artist/6USMTwO0MNDnKte5a5h0xx
774,77ziqFxp5gaInVrF2lj4ht,93,['panamanian pop'],Sech,spotify:artist:77ziqFxp5gaInVrF2lj4ht,https://open.spotify.com/artist/77ziqFxp5gaInVrF2lj4ht
778,6x2LnllRG5uGarZMsD4iO8,79,"['contemporary country', 'country', 'country road', 'modern country rock']",Thomas Rhett,spotify:artist:6x2LnllRG5uGarZMsD4iO8,https://open.spotify.com/artist/6x2LnllRG5uGarZMsD4iO8
779,1Hsdzj7Dlq2I7tHP7501T4,81,"['dance pop', 'neo mellow', 'pop', 'post-teen pop']",Niall Horan,spotify:artist:1Hsdzj7Dlq2I7tHP7501T4,https://open.spotify.com/artist/1Hsdzj7Dlq2I7tHP7501T4
780,6jGMq4yGs7aQzuGsMgVgZR,86,"['melodic rap', 'nyc rap', 'trap']",Lil Tjay,spotify:artist:6jGMq4yGs7aQzuGsMgVgZR,https://open.spotify.com/artist/6jGMq4yGs7aQzuGsMgVgZR
783,4q3ewBCX7sLwd24euuV69X,96,"['reggaeton', 'trap latino']",Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X
784,4xFUf1FHVy696Q1JQZMTRj,75,"['contemporary country', 'country', 'country dawn', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']",Carrie Underwood,spotify:artist:4xFUf1FHVy696Q1JQZMTRj,https://open.spotify.com/artist/4xFUf1FHVy696Q1JQZMTRj
790,4MoAOfV4ROWofLG3a3hhBN,75,"['contemporary country', 'country', 'country road', 'modern country rock']",Jon Pardi,spotify:artist:4MoAOfV4ROWofLG3a3hhBN,https://open.spotify.com/artist/4MoAOfV4ROWofLG3a3hhBN
792,0EFisYRi20PTADoJrifHrz,82,"['reggaeton', 'reggaeton flow', 'trap latino']",Jhay Cortez,spotify:artist:0EFisYRi20PTADoJrifHrz,https://open.spotify.com/artist/0EFisYRi20PTADoJrifHrz
816,2LZDXcxJWgsJfKXZv9a5eG,66,"['dance pop', 'downtempo', 'edm', 'electronic trap', 'electropop', 'pop', 'post-teen pop', 'shiver pop']",Cashmere Cat,spotify:artist:2LZDXcxJWgsJfKXZv9a5eG,https://open.spotify.com/artist/2LZDXcxJWgsJfKXZv9a5eG
838,2RQXRUsr4IW1f3mKyKsy4B,75,"['indie folk', 'neo mellow', 'pop']",Noah Kahan,spotify:artist:2RQXRUsr4IW1f3mKyKsy4B,https://open.spotify.com/artist/2RQXRUsr4IW1f3mKyKsy4B
883,77SW9BnxLY8rJ0RciFqkHh,79,"['electropop', 'modern alternative rock', 'modern rock', 'pop']",The Neighbourhood,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,https://open.spotify.com/artist/77SW9BnxLY8rJ0RciFqkHh
890,4phGZZrJZRo4ElhRtViYdl,80,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",Jason Mraz,spotify:artist:4phGZZrJZRo4ElhRtViYdl,https://open.spotify.com/artist/4phGZZrJZRo4ElhRtViYdl
898,1l0mKo96Jh9HVYONcRl3Yp,63,"['dance pop', 'k-pop', 'k-pop girl group']",2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,https://open.spotify.com/artist/1l0mKo96Jh9HVYONcRl3Yp
900,1h6Cn3P4NGzXbaXidqURXs,69,"['big room', 'dance pop', 'disco house', 'edm', 'electro house', 'pop', 'progressive electro house']",Swedish House Mafia,spotify:artist:1h6Cn3P4NGzXbaXidqURXs,https://open.spotify.com/artist/1h6Cn3P4NGzXbaXidqURXs
902,07Q9n9pbwR6jQ8xH4SA46b,50,"['australian pop', 'australian talent show', 'dance pop']",Justice Crew,spotify:artist:07Q9n9pbwR6jQ8xH4SA46b,https://open.spotify.com/artist/07Q9n9pbwR6jQ8xH4SA46b
903,6p5JxpTc7USNnBnLzctyd4,64,"['folk-pop', 'neo mellow', 'pop rock']",Phillip Phillips,spotify:artist:6p5JxpTc7USNnBnLzctyd4,https://open.spotify.com/artist/6p5JxpTc7USNnBnLzctyd4
908,6prmLEyn4LfHlD9NnXWlf7,67,"['australian pop', 'dance pop', 'idol', 'pop', 'post-teen pop']",Adam Lambert,spotify:artist:6prmLEyn4LfHlD9NnXWlf7,https://open.spotify.com/artist/6prmLEyn4LfHlD9NnXWlf7
910,0DR4z5jMA1eqx0CmHBUpkr,60,"['bubblegum dance', 'classic schlager', 'discofox', 'german pop', 'oktoberfest', 'partyschlager', 'schlager']",DJ Ötzi,spotify:artist:0DR4z5jMA1eqx0CmHBUpkr,https://open.spotify.com/artist/0DR4z5jMA1eqx0CmHBUpkr
911,6CwfuxIqcltXDGjfZsMd9A,74,"['dance pop', 'electropop', 'indie poptimism', 'metropopolis', 'pop', 'post-teen pop', 'uk alternative pop']",MARINA,spotify:artist:6CwfuxIqcltXDGjfZsMd9A,https://open.spotify.com/artist/6CwfuxIqcltXDGjfZsMd9A
915,6gK1Uct5FEdaUWRWpU4Cl2,73,"['new french touch', 'tropical house']",Petit Biscuit,spotify:artist:6gK1Uct5FEdaUWRWpU4Cl2,https://open.spotify.com/artist/6gK1Uct5FEdaUWRWpU4Cl2
917,49tQo2QULno7gxHutgccqF,77,"['la pop', 'pop']",LANY,spotify:artist:49tQo2QULno7gxHutgccqF,https://open.spotify.com/artist/49tQo2QULno7gxHutgccqF
933,1peH5tSqnYm8W6Bo3I5egE,58,"['hip pop', 'miami hip hop', 'pop']",Kat Dahlia,spotify:artist:1peH5tSqnYm8W6Bo3I5egE,https://open.spotify.com/artist/1peH5tSqnYm8W6Bo3I5egE
937,1KP6TWI40m7p3QBTU6u2xo,69,"['electropop', 'indie pop', 'indie poptimism', 'modern rock', 'pop']",BØRNS,spotify:artist:1KP6TWI40m7p3QBTU6u2xo,https://open.spotify.com/artist/1KP6TWI40m7p3QBTU6u2xo
938,3QLIkT4rD2FMusaqmkepbq,69,"['pop', 'post-teen pop', 'viral pop']",Rachel Platten,spotify:artist:3QLIkT4rD2FMusaqmkepbq,https://open.spotify.com/artist/3QLIkT4rD2FMusaqmkepbq
947,1BhWF9W2PngtPSyobKg0rP,70,"['dance pop', 'deep pop r&b', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",Pia Mia,spotify:artist:1BhWF9W2PngtPSyobKg0rP,https://open.spotify.com/artist/1BhWF9W2PngtPSyobKg0rP
956,5INjqkS1o8h1imAzPqGZBb,82,"['australian psych', 'neo-psychedelic', 'psychedelic rock']",Tame Impala,spotify:artist:5INjqkS1o8h1imAzPqGZBb,https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb
959,4TH4BHy0LdBi3dpBW4P2UX,66,"['reggae fusion', 'virgin islands reggae']",R. City,spotify:artist:4TH4BHy0LdBi3dpBW4P2UX,https://open.spotify.com/artist/4TH4BHy0LdBi3dpBW4P2UX
962,2QSPrJfYeRXaltEEiriXN9,64,"['electropop', 'indie poptimism', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",Tove Styrke,spotify:artist:2QSPrJfYeRXaltEEiriXN9,https://open.spotify.com/artist/2QSPrJfYeRXaltEEiriXN9
966,2feDdbD5araYcm6JhFHHw7,81,['pop'],Labrinth,spotify:artist:2feDdbD5araYcm6JhFHHw7,https://open.spotify.com/artist/2feDdbD5araYcm6JhFHHw7
978,0DxeaLnv6SyYk2DOqkLO8c,71,"['pop', 'reggae fusion']",MAGIC!,spotify:artist:0DxeaLnv6SyYk2DOqkLO8c,https://open.spotify.com/artist/0DxeaLnv6SyYk2DOqkLO8c
979,0MlOPi3zIDMVrfA9R04Fe3,69,"['indie poptimism', 'modern rock', 'neo mellow', 'pop', 'pop rock']",American Authors,spotify:artist:0MlOPi3zIDMVrfA9R04Fe3,https://open.spotify.com/artist/0MlOPi3zIDMVrfA9R04Fe3
986,5xKp3UyavIBUsGy3DQdXeF,70,"['neo mellow', 'piano rock', 'pop rock']",A Great Big World,spotify:artist:5xKp3UyavIBUsGy3DQdXeF,https://open.spotify.com/artist/5xKp3UyavIBUsGy3DQdXeF
989,3Yl4nkmEa8BSuGWbwhdLDq,60,"['girl group', 'post-teen pop']",G.R.L.,spotify:artist:3Yl4nkmEa8BSuGWbwhdLDq,https://open.spotify.com/artist/3Yl4nkmEa8BSuGWbwhdLDq
993,6DIS6PRrLS3wbnZsf7vYic,72,"['indie pop', 'indie poptimism', 'modern rock', 'pop', 'pop rock']",WALK THE MOON,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,https://open.spotify.com/artist/6DIS6PRrLS3wbnZsf7vYic
999,5Zq7R5qmi58ByYyBQTlNuk,72,"['contemporary country', 'country', 'country road', 'modern country rock']",Lee Brice,spotify:artist:5Zq7R5qmi58ByYyBQTlNuk,https://open.spotify.com/artist/5Zq7R5qmi58ByYyBQTlNuk
