,album_type,id,image,name,release_date,total_tracks,uri,url
249,album,12pnVAswzLE6hArSl0bF0h,https://i.scdn.co/image/ab67616d0000b273f8fa110661ccdfb74cbcb447,Mac and Devin Go To High School (Music From and Inspired By The Movie),2011-12-12,12,spotify:album:12pnVAswzLE6hArSl0bF0h,https://open.spotify.com/album/12pnVAswzLE6hArSl0bF0h
250,album,3JdxPzUYUcVeRgfdOGXZLC,https://i.scdn.co/image/ab67616d0000b273a6c93a19c7ac3b70bcdbabe1,North (Deluxe),2012-08-31,14,spotify:album:3JdxPzUYUcVeRgfdOGXZLC,https://open.spotify.com/album/3JdxPzUYUcVeRgfdOGXZLC
251,album,7p1fX8aUySrBdx4WSYspOu,https://i.scdn.co/image/fa3dd6a5fab74f40b020da009825209c807213d3,Midnight Memories (Deluxe),2013-11-25,18,spotify:album:7p1fX8aUySrBdx4WSYspOu,https://open.spotify.com/album/7p1fX8aUySrBdx4WSYspOu
252,album,49yHvRh1cOfLcEKukEP7Ox,https://i.scdn.co/image/84287bf34bf4496b41f65281f43cd66a8a42763f,When The Sun Goes Down,2011-01-01,12,spotify:album:49yHvRh1cOfLcEKukEP7Ox,https://open.spotify.com/album/49yHvRh1cOfLcEKukEP7Ox
253,album,4754Cgv1sdfwTpdVX83xAC,https://i.scdn.co/image/8bf2807d606b0b45662e6d49999df0497065c35b,Halcyon,2012-01-01,13,spotify:album:4754Cgv1sdfwTpdVX83xAC,https://open.spotify.com/album/4754Cgv1sdfwTpdVX83xAC
255,single,2zRzPgu8WPe2uLtppHv5uD,https://i.scdn.co/image/3cc137eb27b141396d58cb079a10cb3f957fd6f2,An Introduction To Ellie Goulding EP,2010-01-01,4,spotify:album:2zRzPgu8WPe2uLtppHv5uD,https://open.spotify.com/album/2zRzPgu8WPe2uLtppHv5uD
256,album,0W5GGnapMz0VwemQvJDqa7,https://i.scdn.co/image/ab67616d0000b273f0e911d0e5aadefc431bf34a,+,2011-09-09,12,spotify:album:0W5GGnapMz0VwemQvJDqa7,https://open.spotify.com/album/0W5GGnapMz0VwemQvJDqa7
257,album,2c93mTBuqEHQMiyg53P69R,https://i.scdn.co/image/ab67616d0000b2730c19b3bcdf3823ebe8d980fc,Andy Grammer,2011-06-14,11,spotify:album:2c93mTBuqEHQMiyg53P69R,https://open.spotify.com/album/2c93mTBuqEHQMiyg53P69R
258,album,4rA1y7l62I627A69JFG1Vk,https://i.scdn.co/image/ab67616d0000b273d9d942368e0650be478521c8,Nothing To Lose (Deluxe Version),2013-07-26,15,spotify:album:4rA1y7l62I627A69JFG1Vk,https://open.spotify.com/album/4rA1y7l62I627A69JFG1Vk
259,album,5e7T2qUigzt0oIr50KsOld,https://i.scdn.co/image/ab67616d0000b273bc3ada3a19bb4e657f10917e,Be Not Nobody,2002-04-30,11,spotify:album:5e7T2qUigzt0oIr50KsOld,https://open.spotify.com/album/5e7T2qUigzt0oIr50KsOld
260,single,4PwSDqUwhh4sZUHyi7UzXb,https://i.scdn.co/image/ab67616d0000b2734057fa6837109035dcde0e07,American Girl,2013-07-23,1,spotify:album:4PwSDqUwhh4sZUHyi7UzXb,https://open.spotify.com/album/4PwSDqUwhh4sZUHyi7UzXb
262,album,114sumrk5wTeMWHVin86QC,https://i.scdn.co/image/ab67616d0000b273affab6e87d6b1ef1912de016,Hello My Name Is...,2012-01-01,12,spotify:album:114sumrk5wTeMWHVin86QC,https://open.spotify.com/album/114sumrk5wTeMWHVin86QC
263,album,5ZQB1ZQ2Yx9YT3nZlR2Pgu,https://i.scdn.co/image/ab67616d0000b27376c5c62197115a22b23ff950,Warrior (Expanded Edition),2012-11-30,24,spotify:album:5ZQB1ZQ2Yx9YT3nZlR2Pgu,https://open.spotify.com/album/5ZQB1ZQ2Yx9YT3nZlR2Pgu
265,album,7qqCw47pAWFzhwTpVRd0zE,https://i.scdn.co/image/ab67616d0000b273a191830c8b300bc71c2faac7,Strange Clouds,2012-04-27,15,spotify:album:7qqCw47pAWFzhwTpVRd0zE,https://open.spotify.com/album/7qqCw47pAWFzhwTpVRd0zE
266,album,6FftnKauTntTYF5PBI0yOm,https://i.scdn.co/image/40be0d21c7a0d83e4ad46628f52dc8604143b05e,The Wanted (Special Edition),2012-01-01,10,spotify:album:6FftnKauTntTYF5PBI0yOm,https://open.spotify.com/album/6FftnKauTntTYF5PBI0yOm
267,album,5lm8loAsSpprr19lwSY16V,https://i.scdn.co/image/ab67616d0000b273d6429cb9812755506201b0e7,Kiss & Tell,2009-01-01,13,spotify:album:5lm8loAsSpprr19lwSY16V,https://open.spotify.com/album/5lm8loAsSpprr19lwSY16V
268,album,7eLwoxxWs6lfkVYJGkGNbk,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,Wild Ones,2012-06-22,10,spotify:album:7eLwoxxWs6lfkVYJGkGNbk,https://open.spotify.com/album/7eLwoxxWs6lfkVYJGkGNbk
269,album,4jcRw4qVurxoZcfIYPKDpz,https://i.scdn.co/image/15d133b9e61d586c57ac7acc43281df102749d94,A Little Bit Longer,2008-08-12,12,spotify:album:4jcRw4qVurxoZcfIYPKDpz,https://open.spotify.com/album/4jcRw4qVurxoZcfIYPKDpz
270,album,6X2HirVqcGXjLBShA8GUW2,https://i.scdn.co/image/3dc7eafca7c7e3ac5c24d0f3af8e6c29c5e9ad48,Music From Chasing Happiness,2019-05-09,15,spotify:album:6X2HirVqcGXjLBShA8GUW2,https://open.spotify.com/album/6X2HirVqcGXjLBShA8GUW2
271,album,3zXjR3y2dUWklKmmp6lEhy,https://i.scdn.co/image/ab67616d0000b273f7ec724fbf97a30869d06240,Let Go,2002-06-04,13,spotify:album:3zXjR3y2dUWklKmmp6lEhy,https://open.spotify.com/album/3zXjR3y2dUWklKmmp6lEhy
272,single,0ZjxizLeMyFEjR27JIvD99,https://i.scdn.co/image/d6ac84c81492a8dfee7ac2dbc2492205e23385c1,Gangnam Style (강남스타일),2012-01-01,1,spotify:album:0ZjxizLeMyFEjR27JIvD99,https://open.spotify.com/album/0ZjxizLeMyFEjR27JIvD99
273,album,4p9dVvZDaZliSjTCbFRhJy,https://i.scdn.co/image/ab67616d0000b273b3bfad81d4dd20d719056779,My Head Is An Animal,2012-01-01,12,spotify:album:4p9dVvZDaZliSjTCbFRhJy,https://open.spotify.com/album/4p9dVvZDaZliSjTCbFRhJy
274,album,4jTYApZPMapg56gRycOn0D,https://i.scdn.co/image/268d1096b019be88ad2bb1bcb002c0df296f6226,Red (Big Machine Radio Release Special),2012-10-21,32,spotify:album:4jTYApZPMapg56gRycOn0D,https://open.spotify.com/album/4jTYApZPMapg56gRycOn0D
276,album,5iK842b9xnZblgZkRxWCFe,https://i.scdn.co/image/ab67616d0000b27321e73308612b7ff63fe1e9b6,Camp Rock 2: The Final Jam,2010-01-01,15,spotify:album:5iK842b9xnZblgZkRxWCFe,https://open.spotify.com/album/5iK842b9xnZblgZkRxWCFe
278,album,02ae5i5UAoFrt2peVox9Xd,https://i.scdn.co/image/dad3ebc0b04b661290e058f172dc9c756ffd4858,Let The Road,2014-01-01,10,spotify:album:02ae5i5UAoFrt2peVox9Xd,https://open.spotify.com/album/02ae5i5UAoFrt2peVox9Xd
279,album,47BiFcV59TQi2s9SkBo2pb,https://i.scdn.co/image/65fef75a3eeaf35d94f1d9e7553222c8d0194cb3,Recovery,2010-06-18,17,spotify:album:47BiFcV59TQi2s9SkBo2pb,https://open.spotify.com/album/47BiFcV59TQi2s9SkBo2pb
281,album,0oFBaXLFsUVa2gEmJf4FcJ,https://i.scdn.co/image/ab67616d0000b273fda0f2adec40250bea55101b,Femme Fatale (Deluxe Version),2011-03-25,16,spotify:album:0oFBaXLFsUVa2gEmJf4FcJ,https://open.spotify.com/album/0oFBaXLFsUVa2gEmJf4FcJ
283,album,2RjFzASjHZG1lUbCKqUahx,https://i.scdn.co/image/ab67616d0000b27350acd1f66ebd5b84630c7129,BTR,2010-10-11,11,spotify:album:2RjFzASjHZG1lUbCKqUahx,https://open.spotify.com/album/2RjFzASjHZG1lUbCKqUahx
284,album,2rU7u7C2v5i45MFVxx7xG1,https://i.scdn.co/image/10be04eacd1b36720ee5959be72239dc797e54a6,Taylor Swift (Big Machine Radio Release Special),2006-10-23,30,spotify:album:2rU7u7C2v5i45MFVxx7xG1,https://open.spotify.com/album/2rU7u7C2v5i45MFVxx7xG1
285,album,4OXnPSBtZo8PBFiTOfuumP,https://i.scdn.co/image/5a5d7f2d47f9c7cd636e344095f3cd1facdd9d0f,Good Girl Gone Bad,2007-01-01,12,spotify:album:4OXnPSBtZo8PBFiTOfuumP,https://open.spotify.com/album/4OXnPSBtZo8PBFiTOfuumP
286,album,4371FJEyPOmAcfcKlXurHW,https://i.scdn.co/image/6a45a93c8ce9486b1b1f26b1c9beb76e7cff93be,Wonders Of The Younger,2010-01-01,14,spotify:album:4371FJEyPOmAcfcKlXurHW,https://open.spotify.com/album/4371FJEyPOmAcfcKlXurHW
287,compilation,04Xde0FJSo4LVQ1GE36t49,https://i.scdn.co/image/3d47aa695f8dc0c353d08015a7e5d83d747b335c,High School Musical 2,2007-01-01,11,spotify:album:04Xde0FJSo4LVQ1GE36t49,https://open.spotify.com/album/04Xde0FJSo4LVQ1GE36t49
289,album,5nkUSlIhtoJZMOUlB0sNCp,https://i.scdn.co/image/635b530e136a5c49d1a3dc7643a051b022d28c26,From Under The Cork Tree,2005-01-01,13,spotify:album:5nkUSlIhtoJZMOUlB0sNCp,https://open.spotify.com/album/5nkUSlIhtoJZMOUlB0sNCp
290,album,0G1ffjfFuTUTVjDrVdLimH,https://i.scdn.co/image/ca02625b4130d1ed5b7eaff215ab54c42db0c14a,Views,2016-05-13,20,spotify:album:0G1ffjfFuTUTVjDrVdLimH,https://open.spotify.com/album/0G1ffjfFuTUTVjDrVdLimH
291,single,2N7kidh1wA9EoLdf16QWrz,https://i.scdn.co/image/341cb8fea3aafe828978a63cd9038c4c98df4013,Body Like A Back Road,2017-02-01,1,spotify:album:2N7kidh1wA9EoLdf16QWrz,https://open.spotify.com/album/2N7kidh1wA9EoLdf16QWrz
292,album,6htgf3qv7vGcsdxLCDxKp8,https://i.scdn.co/image/2654511f372969510abf52e52fee458ceeb15bed,Night Visions,2012-09-04,12,spotify:album:6htgf3qv7vGcsdxLCDxKp8,https://open.spotify.com/album/6htgf3qv7vGcsdxLCDxKp8
293,single,1N3brhtZJ18AeeIYVcx1Eb,https://i.scdn.co/image/ab67616d0000b273e1f0e6c160b3cca53ba76aad,Everytime We Touch,2005-08-16,9,spotify:album:1N3brhtZJ18AeeIYVcx1Eb,https://open.spotify.com/album/1N3brhtZJ18AeeIYVcx1Eb
294,album,1Tz3Ai1guEFf4hV3d9i17K,https://i.scdn.co/image/bf68bc3366858a78e761acf34ab3b1563b66c06b,"At Night, Alone.",2016-05-06,18,spotify:album:1Tz3Ai1guEFf4hV3d9i17K,https://open.spotify.com/album/1Tz3Ai1guEFf4hV3d9i17K
295,album,6Fr2rQkZ383FcMqFyT7yPr,https://i.scdn.co/image/8cafd9c260cb83a91c0d56d807aaef8bd99496ca,Purpose (Deluxe),2015-11-13,19,spotify:album:6Fr2rQkZ383FcMqFyT7yPr,https://open.spotify.com/album/6Fr2rQkZ383FcMqFyT7yPr
296,single,3Gq2Dme9nesdgoqNNlcN8O,https://i.scdn.co/image/051dc6a89e1b616c59a80f735b53c1e3e932fbcb,Despacito Feat. Justin Bieber (Remix),2017-04-17,1,spotify:album:3Gq2Dme9nesdgoqNNlcN8O,https://open.spotify.com/album/3Gq2Dme9nesdgoqNNlcN8O
297,album,29blfJv8AddJrjuG3DpE13,https://i.scdn.co/image/ab67616d0000b2732378d011918957217b3b812c,Kiss (Deluxe),2012-01-01,15,spotify:album:29blfJv8AddJrjuG3DpE13,https://open.spotify.com/album/29blfJv8AddJrjuG3DpE13
298,album,0UJhhj5bn5AGAjryFnhueP,https://i.scdn.co/image/ab67616d0000b27395d1d98c5176e4f982bd73d6,Bleed American,2001-07-17,11,spotify:album:0UJhhj5bn5AGAjryFnhueP,https://open.spotify.com/album/0UJhhj5bn5AGAjryFnhueP
299,album,0P3oVJBFOv3TDXlYRhGL7s,https://i.scdn.co/image/f1bc9058c6cb9d6fb53f3a076cc7c66fabf30ee6,Beauty Behind The Madness,2015-08-28,14,spotify:album:0P3oVJBFOv3TDXlYRhGL7s,https://open.spotify.com/album/0P3oVJBFOv3TDXlYRhGL7s
300,single,3pEgGUv379EDinvg1TN7Kt,https://i.scdn.co/image/ab67616d0000b273d9aa52355e062f5de060adbf,This Is What You Came For,2016-04-29,1,spotify:album:3pEgGUv379EDinvg1TN7Kt,https://open.spotify.com/album/3pEgGUv379EDinvg1TN7Kt
301,album,2QJmrSgbdM35R67eoGQo4j,https://i.scdn.co/image/1b8f181c1063c73cc985c52c876dba73d0fd94cb,1989,2014-10-27,13,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://open.spotify.com/album/2QJmrSgbdM35R67eoGQo4j
302,album,6EVYTRG1drKdO8OnIQBeEj,https://i.scdn.co/image/e1cf4a2cf2fe64ae79a37cd2dcec444c40c220df,My Everything (Deluxe),2014-08-25,15,spotify:album:6EVYTRG1drKdO8OnIQBeEj,https://open.spotify.com/album/6EVYTRG1drKdO8OnIQBeEj
303,album,3x2jF7blR6bFHtk4MccsyJ,https://i.scdn.co/image/785bcd17a5d1bb4caf795f43c62bffc022502ab4,Spice,1996-01-01,10,spotify:album:3x2jF7blR6bFHtk4MccsyJ,https://open.spotify.com/album/3x2jF7blR6bFHtk4MccsyJ
304,album,4JPguzRps3kuWDD5GS6oXr,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,Memories...Do Not Open,2017-04-07,12,spotify:album:4JPguzRps3kuWDD5GS6oXr,https://open.spotify.com/album/4JPguzRps3kuWDD5GS6oXr
306,album,5MH765pytbQasmDxXArTah,https://i.scdn.co/image/2d04eee86f53cc1bf348aa62a3629bf8267ee956,Here's To The Good Times,2012-01-01,11,spotify:album:5MH765pytbQasmDxXArTah,https://open.spotify.com/album/5MH765pytbQasmDxXArTah
307,album,7we1BNenehBwimeIkK0jL0,https://i.scdn.co/image/ab67616d0000b2734f4944ceeffac9693cc90e40,A Town Called Paradise,2014-06-13,19,spotify:album:7we1BNenehBwimeIkK0jL0,https://open.spotify.com/album/7we1BNenehBwimeIkK0jL0
308,album,65ayND23IInUPHJKsaAqe7,https://i.scdn.co/image/ab67616d0000b273d965d29d7dcf46ade5a8a7e4,TROLLS (Original Motion Picture Soundtrack),2016-09-23,13,spotify:album:65ayND23IInUPHJKsaAqe7,https://open.spotify.com/album/65ayND23IInUPHJKsaAqe7
309,album,5BvgP623rtvlc0HDcpzquz,https://i.scdn.co/image/7282038812a4baf6644a542e18159ee4a9a0296a,Katy Perry - Teenage Dream: The Complete Confection,2012-03-12,19,spotify:album:5BvgP623rtvlc0HDcpzquz,https://open.spotify.com/album/5BvgP623rtvlc0HDcpzquz
310,album,5kfo2COwQYeYR3cE69aSgx,https://i.scdn.co/image/ab67616d0000b273fc686ef2ea225001b58ef191,The New Classic (Deluxe Version),2014-01-01,15,spotify:album:5kfo2COwQYeYR3cE69aSgx,https://open.spotify.com/album/5kfo2COwQYeYR3cE69aSgx
311,compilation,2uHUZLZ8AJ7KjtUb3ogQt1,https://i.scdn.co/image/ab67616d0000b273e80219454e1fa10de587c7ab,Best Of,2011-01-01,12,spotify:album:2uHUZLZ8AJ7KjtUb3ogQt1,https://open.spotify.com/album/2uHUZLZ8AJ7KjtUb3ogQt1
312,album,0pF0oyuPNdOObniB1Ng0kW,https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8,7/27 (Deluxe),2016-05-27,12,spotify:album:0pF0oyuPNdOObniB1Ng0kW,https://open.spotify.com/album/0pF0oyuPNdOObniB1Ng0kW
313,album,1QwWTLYn9dntAj7l9FRJwY,https://i.scdn.co/image/ab67616d0000b2731c61cec78c70409b783d1480,Me 4 U,2015-10-16,14,spotify:album:1QwWTLYn9dntAj7l9FRJwY,https://open.spotify.com/album/1QwWTLYn9dntAj7l9FRJwY
314,album,3j70PDKieTWQAwas3bPHRZ,https://i.scdn.co/image/fe41c1545f030ee1c03665991f5633bfdfef3bdb,Eye To The Telescope,2005-01-01,12,spotify:album:3j70PDKieTWQAwas3bPHRZ,https://open.spotify.com/album/3j70PDKieTWQAwas3bPHRZ
315,album,2eV6DIPDnGl1idcjww6xyX,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837,This Is Acting (Deluxe Version),2016-10-21,19,spotify:album:2eV6DIPDnGl1idcjww6xyX,https://open.spotify.com/album/2eV6DIPDnGl1idcjww6xyX
316,album,4oVG376KpWeBaxrKqRxVri,https://i.scdn.co/image/3049dbb9734bb59bc34e1019b221cdc7b05e0fca,Lights,2010,11,spotify:album:4oVG376KpWeBaxrKqRxVri,https://open.spotify.com/album/4oVG376KpWeBaxrKqRxVri
317,album,6TZp52tXShLQbq8yNMxqNT,https://i.scdn.co/image/09bd57e481adc5d6e5cd6d86b431d9718f26072a,Welcome Interstate Managers,2003-01-01,17,spotify:album:6TZp52tXShLQbq8yNMxqNT,https://open.spotify.com/album/6TZp52tXShLQbq8yNMxqNT
318,album,5yZTwH7fBz5vKCuvAOUFih,https://i.scdn.co/image/95f0707f7d2ce73e69758ba15da95ef5d7e38a83,Pink Friday ... Roman Reloaded (Deluxe),2012-01-01,21,spotify:album:5yZTwH7fBz5vKCuvAOUFih,https://open.spotify.com/album/5yZTwH7fBz5vKCuvAOUFih
319,album,4wBDclsxFzGnR4kVAAMI7K,https://i.scdn.co/image/b413df73542b023c6598f716f2093f0e305daa80,Elephunk,2003,15,spotify:album:4wBDclsxFzGnR4kVAAMI7K,https://open.spotify.com/album/4wBDclsxFzGnR4kVAAMI7K
320,album,3JSWZWeTHF4HDGt5Eozdy7,https://i.scdn.co/image/5800f6f884abbd72d6590e0571a149d6e1068010,Good Girl Gone Bad: Reloaded,2008-06-02,15,spotify:album:3JSWZWeTHF4HDGt5Eozdy7,https://open.spotify.com/album/3JSWZWeTHF4HDGt5Eozdy7
322,album,2FTS6a6DLXMNp8flyA0HGO,https://i.scdn.co/image/ab67616d0000b273f9a16d4b6cd94eca041f00b8,Love Yourself 承 'Her',2017-09-18,9,spotify:album:2FTS6a6DLXMNp8flyA0HGO,https://open.spotify.com/album/2FTS6a6DLXMNp8flyA0HGO
323,album,51n1JXEvKgR1AaTnnfA6SS,https://i.scdn.co/image/ab67616d0000b27390516133f6344cb3dad263c2,Illuminate,2017-04-20,13,spotify:album:51n1JXEvKgR1AaTnnfA6SS,https://open.spotify.com/album/51n1JXEvKgR1AaTnnfA6SS
324,album,6DEjYFkNZh67HP7R9PSZvv,https://i.scdn.co/image/c1d13ca191838eb78d0f609d4805a400650cc4f8,reputation,2017-11-10,15,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv
325,album,3TJz2UBNYJtlEly0sPeNrQ,https://i.scdn.co/image/e762f6605c30e76e698fdc7495c8884f4f2b2bdb,The Thrill Of It All (Special Edition),2017-11-03,14,spotify:album:3TJz2UBNYJtlEly0sPeNrQ,https://open.spotify.com/album/3TJz2UBNYJtlEly0sPeNrQ
326,album,6kf46HbnYCZzP6rjvQHYzg,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577,American Teen,2017-04-27,15,spotify:album:6kf46HbnYCZzP6rjvQHYzg,https://open.spotify.com/album/6kf46HbnYCZzP6rjvQHYzg
327,album,5yYFrOnqG8cEciKnsxHz2r,https://i.scdn.co/image/ab67616d0000b273f9cbd0c07513a7232cd6b9a7,Illuminate (Deluxe),2017-04-20,16,spotify:album:5yYFrOnqG8cEciKnsxHz2r,https://open.spotify.com/album/5yYFrOnqG8cEciKnsxHz2r
328,album,1Jmq5HEJeA9kNi2SgQul4U,https://i.scdn.co/image/ab67616d0000b2739ccf08d3f74b36b7880522b5,Red Pill Blues (Deluxe),2017-11-03,21,spotify:album:1Jmq5HEJeA9kNi2SgQul4U,https://open.spotify.com/album/1Jmq5HEJeA9kNi2SgQul4U
329,album,69Pj3ce9XFZUi3XuQylLKf,https://i.scdn.co/image/6730fec21905b5497df4ad71ba9a92332e6308de,Night & Day (Night Edition),2017-07-14,10,spotify:album:69Pj3ce9XFZUi3XuQylLKf,https://open.spotify.com/album/69Pj3ce9XFZUi3XuQylLKf
330,single,4D6OyZ4Q57vH7gul8PVzTv,https://i.scdn.co/image/ab67616d0000b2739e1b81dc79bd5055417b1e5a,Most Girls,2017-04-28,1,spotify:album:4D6OyZ4Q57vH7gul8PVzTv,https://open.spotify.com/album/4D6OyZ4Q57vH7gul8PVzTv
332,album,1FZKIm3JVDCxTchXDo5jOV,https://i.scdn.co/image/ab67616d0000b2736c619c39c853f8b1d67b7859,Harry Styles,2017-05-12,10,spotify:album:1FZKIm3JVDCxTchXDo5jOV,https://open.spotify.com/album/1FZKIm3JVDCxTchXDo5jOV
333,album,4btGe14gIJmTxbcPAQBtqb,https://i.scdn.co/image/ab67616d0000b2738273394e70d47a9f76a6678f,Dua Lipa (Deluxe),2017-06-02,17,spotify:album:4btGe14gIJmTxbcPAQBtqb,https://open.spotify.com/album/4btGe14gIJmTxbcPAQBtqb
334,single,25bkGXqgyIbBGfQlHLV42D,https://i.scdn.co/image/ab67616d0000b273cccdcca3e6481a68b3ee35aa,Find You,2017-09-14,1,spotify:album:25bkGXqgyIbBGfQlHLV42D,https://open.spotify.com/album/25bkGXqgyIbBGfQlHLV42D
336,album,7GjG91tyHQNGEHzKJaqOi0,https://i.scdn.co/image/7489751532880d5e7aa5b77d9295c2bf0f16496e,hopeless fountain kingdom (Deluxe),2017-06-02,16,spotify:album:7GjG91tyHQNGEHzKJaqOi0,https://open.spotify.com/album/7GjG91tyHQNGEHzKJaqOi0
338,single,7snbuY5lclMPDpvdNmixPs,https://i.scdn.co/image/ab67616d0000b2736b52e929c90ac104f7ae6271,Your Shirt,2017-02-24,1,spotify:album:7snbuY5lclMPDpvdNmixPs,https://open.spotify.com/album/7snbuY5lclMPDpvdNmixPs
339,album,1MI6gNg0plcEOgs8aezsjH,https://i.scdn.co/image/3c2074ad60234d25acece14fdbc87e40459fdea0,Tell Me You Love Me (Deluxe),2017-09-29,15,spotify:album:1MI6gNg0plcEOgs8aezsjH,https://open.spotify.com/album/1MI6gNg0plcEOgs8aezsjH
340,single,47JSuowYYz5j8w2AM6N8w6,https://i.scdn.co/image/ab67616d0000b2730ee25608d7ab9bed0bd16f1b,Gorgeous,2017-10-20,1,spotify:album:47JSuowYYz5j8w2AM6N8w6,https://open.spotify.com/album/47JSuowYYz5j8w2AM6N8w6
341,single,330R0sGGLnkJiXicee8jTK,https://i.scdn.co/image/ab67616d0000b27300cf56c0f52ed7ff598fa971,Mama,2017-05-05,1,spotify:album:330R0sGGLnkJiXicee8jTK,https://open.spotify.com/album/330R0sGGLnkJiXicee8jTK
342,single,7s5gKFHMzzMHyLE2KFXNkR,https://i.scdn.co/image/ab67616d0000b273cec62b81146fe4d116fbb2fa,Crying in the Club,2017-05-18,1,spotify:album:7s5gKFHMzzMHyLE2KFXNkR,https://open.spotify.com/album/7s5gKFHMzzMHyLE2KFXNkR
343,single,0VvK3TRKSJTk2FR4bzCV1w,https://i.scdn.co/image/ab67616d0000b273ffc368984dacb8a4d8fed5a6,Thunder,2017-04-27,1,spotify:album:0VvK3TRKSJTk2FR4bzCV1w,https://open.spotify.com/album/0VvK3TRKSJTk2FR4bzCV1w
344,single,5xpj676LDHcmNCwuTLBMfu,https://i.scdn.co/image/ab67616d0000b27372bc1d7f7fd282db71d953cc,Call It What You Want,2017-11-03,1,spotify:album:5xpj676LDHcmNCwuTLBMfu,https://open.spotify.com/album/5xpj676LDHcmNCwuTLBMfu
345,single,6x21rwzWxMxNqgxSNOEyYZ,https://i.scdn.co/image/ab67616d0000b27336939091499ba3b47c0c2b61,Think Before I Talk,2017-08-25,1,spotify:album:6x21rwzWxMxNqgxSNOEyYZ,https://open.spotify.com/album/6x21rwzWxMxNqgxSNOEyYZ
346,album,33pt9HBdGlAbRGBHQgsZsU,https://i.scdn.co/image/fe34c3cd4189357cb95f7e027ee3eb0f6057a8ce,Evolve,2017-06-23,12,spotify:album:33pt9HBdGlAbRGBHQgsZsU,https://open.spotify.com/album/33pt9HBdGlAbRGBHQgsZsU
348,album,2jadjpIZfrJwIIlaJbTpHE,https://i.scdn.co/image/82a0f94fbbad2ff310e99e3e8f219a9033763831,Nervous System,2017-07-28,7,spotify:album:2jadjpIZfrJwIIlaJbTpHE,https://open.spotify.com/album/2jadjpIZfrJwIIlaJbTpHE
349,single,5vZ3Yotbw61UDCcyIfMcrr,https://i.scdn.co/image/ab67616d0000b27399ef7c61426d0cc5ed1529a8,I Have Questions,2017-05-21,1,spotify:album:5vZ3Yotbw61UDCcyIfMcrr,https://open.spotify.com/album/5vZ3Yotbw61UDCcyIfMcrr
350,single,40PaaOKOVwF9swMptjaR9k,https://i.scdn.co/image/ab67616d0000b2739de9b8daa121d9c4dc36e1a3,September Song,2016-09-16,1,spotify:album:40PaaOKOVwF9swMptjaR9k,https://open.spotify.com/album/40PaaOKOVwF9swMptjaR9k
351,single,37ZvH98twhiIkb4fVKYgvT,https://i.scdn.co/image/ab67616d0000b27395a420113684101386f137ca,All Time Low,2017-03-10,1,spotify:album:37ZvH98twhiIkb4fVKYgvT,https://open.spotify.com/album/37ZvH98twhiIkb4fVKYgvT
352,album,5VdyJkLe3yvOs0l4xXbWp0,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,17,2017-08-25,11,spotify:album:5VdyJkLe3yvOs0l4xXbWp0,https://open.spotify.com/album/5VdyJkLe3yvOs0l4xXbWp0
353,single,6pCYWWK3GomeTRX2SlxhHc,https://i.scdn.co/image/ab67616d0000b2737af6add53d628e749d137d10,Pumped Up,2017-09-08,1,spotify:album:6pCYWWK3GomeTRX2SlxhHc,https://open.spotify.com/album/6pCYWWK3GomeTRX2SlxhHc
354,album,1sweBli5bv5QIothRFFMsf,https://i.scdn.co/image/ab67616d0000b2736cfd3d4d9dbe353323190910,Everybody,2017-05-05,13,spotify:album:1sweBli5bv5QIothRFFMsf,https://open.spotify.com/album/1sweBli5bv5QIothRFFMsf
355,album,5MfAxS5zz8MlfROjGQVXhy,https://i.scdn.co/image/32fb1373db10ef9a7e15b7a3f741d57b1526aaed,Speak Now,2010-10-25,14,spotify:album:5MfAxS5zz8MlfROjGQVXhy,https://open.spotify.com/album/5MfAxS5zz8MlfROjGQVXhy
357,album,3HhZbSJdhOqMSaRbEt3gtw,https://i.scdn.co/image/ab67616d0000b2737b219c19829e83a86cc9786c,Grateful,2017-06-22,23,spotify:album:3HhZbSJdhOqMSaRbEt3gtw,https://open.spotify.com/album/3HhZbSJdhOqMSaRbEt3gtw
359,album,1azUkThwd2HfUDdeNeT147,https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566,21,2011-01-19,11,spotify:album:1azUkThwd2HfUDdeNeT147,https://open.spotify.com/album/1azUkThwd2HfUDdeNeT147
360,album,1TuKgkCGIxiIns9Bc5XKRC,https://i.scdn.co/image/40c59784b93f9ecd457d5ed00c975df12e4b02ab,Free Wired,2010-01-01,10,spotify:album:1TuKgkCGIxiIns9Bc5XKRC,https://open.spotify.com/album/1TuKgkCGIxiIns9Bc5XKRC
