,acousticness,danceability,duration_ms,energy,explict,id,instrumentalness,liveness,loudness,name,popularity,speechiness,tempo,uri,url,valence,Hit
342,0.00502,0.601,187761,0.8340000000000001,False,56lBX2WHqfGuoeZxZvUnVj,0.15,0.121,-3.78,Thunder,15,0.0455,167.87900000000002,spotify:track:56lBX2WHqfGuoeZxZvUnVj,https://open.spotify.com/track/56lBX2WHqfGuoeZxZvUnVj,0.249,y
343,0.17300000000000001,0.602,203506,0.502,False,7sRpqj3yUcacG5KryFfLML,0.00018700000000000002,0.41,-9.926,Call It What You Want,3,0.11199999999999999,163.96099999999998,spotify:track:7sRpqj3yUcacG5KryFfLML,https://open.spotify.com/track/7sRpqj3yUcacG5KryFfLML,0.237,n
344,0.36,0.775,184908,0.597,False,0Clb9aiXWa0dvVff5aN4VN,0.0,0.156,-5.666,Think Before I Talk,14,0.159,122.069,spotify:track:0Clb9aiXWa0dvVff5aN4VN,https://open.spotify.com/track/0Clb9aiXWa0dvVff5aN4VN,0.537,n
345,0.0622,0.7759999999999999,204346,0.78,False,0pqnGHJpmpxLKifKRmU6WP,0.0,0.081,-4.374,Believer,89,0.128,124.949,spotify:track:0pqnGHJpmpxLKifKRmU6WP,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0.6659999999999999,y
346,0.0273,0.5379999999999999,236986,0.6,False,1MKZaAEx8RrzoQjHhVuvgs,0.0,0.147,-5.462999999999999,Tell Me You Love Me,73,0.0489,81.888,spotify:track:1MKZaAEx8RrzoQjHhVuvgs,https://open.spotify.com/track/1MKZaAEx8RrzoQjHhVuvgs,0.26,n
347,0.39,0.6859999999999999,176320,0.415,False,0xG0SHshCStMEyNbNC5d4k,0.0,0.0617,-6.855,Issues,75,0.0752,114.205,spotify:track:0xG0SHshCStMEyNbNC5d4k,https://open.spotify.com/track/0xG0SHshCStMEyNbNC5d4k,0.446,y
348,0.405,0.39299999999999996,221881,0.555,False,3NgCzSW98SsqBdpYcnm4kv,0.0,0.105,-6.096,I Have Questions,71,0.276,167.99900000000002,spotify:track:3NgCzSW98SsqBdpYcnm4kv,https://open.spotify.com/track/3NgCzSW98SsqBdpYcnm4kv,0.22,n
349,0.0561,0.623,220290,0.6559999999999999,False,0DNk7lEqDGCN6nDD0H8emF,0.0,0.0855,-5.608,September Song,17,0.0416,95.87799999999999,spotify:track:0DNk7lEqDGCN6nDD0H8emF,https://open.spotify.com/track/0DNk7lEqDGCN6nDD0H8emF,0.366,n
350,0.048,0.45799999999999996,219460,0.624,True,7JODxUwDCTvuEVkPMm9eHL,0.0,0.11,-4.186,All Time Low,1,0.275,87.37700000000001,spotify:track:7JODxUwDCTvuEVkPMm9eHL,https://open.spotify.com/track/7JODxUwDCTvuEVkPMm9eHL,0.634,y
351,0.469,0.872,119133,0.391,True,7m9OqQk4RVRkw9JJdeAw96,4.13e-06,0.297,-9.144,Jocelyn Flores,87,0.242,134.02100000000002,spotify:track:7m9OqQk4RVRkw9JJdeAw96,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,0.43700000000000006,n
352,0.00719,0.732,177073,0.7340000000000001,False,4BM4ml3TgBFALLaCaJtVhi,1.49e-05,0.34,-6.422999999999999,Pumped Up,60,0.107,123.03299999999999,spotify:track:4BM4ml3TgBFALLaCaJtVhi,https://open.spotify.com/track/4BM4ml3TgBFALLaCaJtVhi,0.643,n
353,0.568,0.627,250173,0.5720000000000001,True,5aFQU3VPCQ3YGfKBA4tLfj,1.52e-06,0.198,-7.7379999999999995,1-800-273-8255,15,0.0373,100.041,spotify:track:5aFQU3VPCQ3YGfKBA4tLfj,https://open.spotify.com/track/5aFQU3VPCQ3YGfKBA4tLfj,0.361,y
354,0.00265,0.624,230706,0.757,False,0dBW6ZsW8skfvoRfgeerBF,1.87e-06,0.18899999999999997,-2.94,Mine,63,0.0296,121.07,spotify:track:0dBW6ZsW8skfvoRfgeerBF,https://open.spotify.com/track/0dBW6ZsW8skfvoRfgeerBF,0.6579999999999999,y
355,0.0008119999999999999,0.691,227333,0.795,False,6hkOqJ5mE093AQf2lbZnsG,1.02e-06,0.156,-4.021,The One That Got Away,65,0.0355,133.971,spotify:track:6hkOqJ5mE093AQf2lbZnsG,https://open.spotify.com/track/6hkOqJ5mE093AQf2lbZnsG,0.8759999999999999,y
356,0.0533,0.599,288876,0.667,True,1jYiIOC5d6soxkJP81fxq2,0.0,0.134,-4.2669999999999995,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",71,0.0367,80.984,spotify:track:1jYiIOC5d6soxkJP81fxq2,https://open.spotify.com/track/1jYiIOC5d6soxkJP81fxq2,0.8170000000000001,n
357,0.0033200000000000005,0.754,203866,0.804,False,1DqdF42leyFIzqNDv9CjId,0.0,0.0329,-3.177,Dynamite,72,0.0853,119.96799999999999,spotify:track:1DqdF42leyFIzqNDv9CjId,https://open.spotify.com/track/1DqdF42leyFIzqNDv9CjId,0.818,y
358,0.892,0.5589999999999999,285040,0.33,False,4kflIGfjdZJW4ot2ioixTB,0.0,0.0975,-8.251,Someone Like You,79,0.0285,135.109,spotify:track:4kflIGfjdZJW4ot2ioixTB,https://open.spotify.com/track/4kflIGfjdZJW4ot2ioixTB,0.285,y
359,0.18100000000000002,0.664,211253,0.845,False,45sDIKapDyxPl307QpEAwl,0.0,0.267,-6.115,Rocketeer,65,0.0461,96.005,spotify:track:45sDIKapDyxPl307QpEAwl,https://open.spotify.com/track/45sDIKapDyxPl307QpEAwl,0.35700000000000004,y
360,0.0338,0.6629999999999999,220800,0.861,False,4356Typ82hUiFAynbLYbPn,0.0,0.08199999999999999,-3.398,DJ Got Us Fallin' In Love (feat. Pitbull),78,0.109,119.963,spotify:track:4356Typ82hUiFAynbLYbPn,https://open.spotify.com/track/4356Typ82hUiFAynbLYbPn,0.654,n
361,0.00472,0.578,220706,0.9259999999999999,False,2z4U9d5OAA4YLNXoCgioxo,0.0127,0.14,-3.6889999999999996,What the Hell,74,0.0548,149.976,spotify:track:2z4U9d5OAA4YLNXoCgioxo,https://open.spotify.com/track/2z4U9d5OAA4YLNXoCgioxo,0.877,y
362,0.0038200000000000005,0.61,241693,0.6829999999999999,False,3CKCZ9pfwAfoMZlMncA1Nc,1.79e-06,0.125,-3.8789999999999996,Set Fire to the Rain,76,0.0253,108.00299999999999,spotify:track:3CKCZ9pfwAfoMZlMncA1Nc,https://open.spotify.com/track/3CKCZ9pfwAfoMZlMncA1Nc,0.466,y
363,0.192,0.6709999999999999,252306,0.9390000000000001,False,4QNpBfC0zvjKqPJcyqBy9W,0.0,0.298,-3.2060000000000004,Give Me Everything,78,0.161,129.023,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,https://open.spotify.com/track/4QNpBfC0zvjKqPJcyqBy9W,0.529,y
364,0.669,0.642,258373,0.289,False,1XpYodsD36XN7ygcdF7mJJ,0.0,0.18,-9.918,The A Team,70,0.0367,84.99600000000001,spotify:track:1XpYodsD36XN7ygcdF7mJJ,https://open.spotify.com/track/1XpYodsD36XN7ygcdF7mJJ,0.40700000000000003,y
365,0.565,0.857,244973,0.517,False,4wCmqSrbyCgxEXROQE6vtV,0.000195,0.102,-6.972,Somebody That I Used To Know,75,0.0384,129.063,spotify:track:4wCmqSrbyCgxEXROQE6vtV,https://open.spotify.com/track/4wCmqSrbyCgxEXROQE6vtV,0.754,n
366,0.0281,0.638,223053,0.831,False,5mvKuE9Lf9ARVXVXA32kK9,3.06e-06,0.27699999999999997,-3.944,Price Tag,63,0.182,175.03799999999998,spotify:track:5mvKuE9Lf9ARVXVXA32kK9,https://open.spotify.com/track/5mvKuE9Lf9ARVXVXA32kK9,0.685,y
367,0.348,0.606,222773,0.49700000000000005,False,4u26EevCNXMhlvE1xFBJwX,0.0,0.275,-6.611000000000001,If I Die Young,68,0.0277,130.739,spotify:track:4u26EevCNXMhlvE1xFBJwX,https://open.spotify.com/track/4u26EevCNXMhlvE1xFBJwX,0.36200000000000004,y
368,0.26899999999999996,0.72,200013,0.861,True,0iYebKFUSfF72fUu2OW6ZT,5.11e-06,0.601,-4.3389999999999995,Super Bass,71,0.209,126.991,spotify:track:0iYebKFUSfF72fUu2OW6ZT,https://open.spotify.com/track/0iYebKFUSfF72fUu2OW6ZT,0.669,y
369,0.0111,0.722,201160,0.758,False,7LcfRTgAVTs5pQGEQgUEzN,0.0,0.308,-4.477,Moves Like Jagger - Studio Recording From The Voice Performance,70,0.0471,128.047,spotify:track:7LcfRTgAVTs5pQGEQgUEzN,https://open.spotify.com/track/7LcfRTgAVTs5pQGEQgUEzN,0.62,n
370,0.0442,0.564,221946,0.9390000000000001,False,459h0Mh30C82Z1lhk41yYK,0.0,0.11199999999999999,-4.2780000000000005,Stronger (What Doesn't Kill You),46,0.0478,116.025,spotify:track:459h0Mh30C82Z1lhk41yYK,https://open.spotify.com/track/459h0Mh30C82Z1lhk41yYK,0.613,y
371,0.0191,0.6679999999999999,215693,0.857,False,16Of7eeW44kt0a1M0nitHM,6.71e-06,0.0385,-2.944,You Make Me Feel... (feat. Sabi),67,0.0535,131.959,spotify:track:16Of7eeW44kt0a1M0nitHM,https://open.spotify.com/track/16Of7eeW44kt0a1M0nitHM,0.748,n
372,0.0115,0.757,231693,0.547,False,6MAdEUilV2p9RQUqE5bMAK,0.0,0.0445,-4.573,Domino,63,0.0355,126.977,spotify:track:6MAdEUilV2p9RQUqE5bMAK,https://open.spotify.com/track/6MAdEUilV2p9RQUqE5bMAK,0.7929999999999999,y
373,0.025,0.7340000000000001,215226,0.7659999999999999,False,6qn9YLKt13AGvpq9jfO8py,0.0013800000000000002,0.10800000000000001,-4.485,We Found Love,75,0.0383,127.986,spotify:track:6qn9YLKt13AGvpq9jfO8py,https://open.spotify.com/track/6qn9YLKt13AGvpq9jfO8py,0.6,y
374,0.075,0.518,307346,0.7090000000000001,False,6rkAY9rk1NTFB94QxG3LJR,0.0,0.0935,-5.234,You And I,63,0.0476,127.083,spotify:track:6rkAY9rk1NTFB94QxG3LJR,https://open.spotify.com/track/6rkAY9rk1NTFB94QxG3LJR,0.514,n
375,0.14300000000000002,0.545,253746,0.649,False,3lBRNqXjPp2j3JMTCXDTNO,1.57e-05,0.0894,-4.062,Best Thing I Never Had,73,0.0324,99.09899999999999,spotify:track:3lBRNqXjPp2j3JMTCXDTNO,https://open.spotify.com/track/3lBRNqXjPp2j3JMTCXDTNO,0.297,y
376,0.0124,0.669,227280,0.855,False,62zFEHfAYl5kdHYOivj4BC,0.0,0.335,-3.035,International Love,72,0.0499,120.045,spotify:track:62zFEHfAYl5kdHYOivj4BC,https://open.spotify.com/track/62zFEHfAYl5kdHYOivj4BC,0.648,y
377,0.0929,0.636,253306,0.6990000000000001,True,6OtCIsQZ64Vs1EbzztvAv4,0.0,0.115,-7.687,Good Life,72,0.0551,94.96600000000001,spotify:track:6OtCIsQZ64Vs1EbzztvAv4,https://open.spotify.com/track/6OtCIsQZ64Vs1EbzztvAv4,0.637,y
378,0.0032700000000000003,0.5870000000000001,260253,0.828,False,6r2BECwMgEoRb5yLfp0Hca,0.0,0.331,-5.1080000000000005,Born This Way,67,0.161,123.90700000000001,spotify:track:6r2BECwMgEoRb5yLfp0Hca,https://open.spotify.com/track/6r2BECwMgEoRb5yLfp0Hca,0.494,y
379,0.0293,0.645,225560,0.904,False,0yD66650JxhqKbW76C2qCo,0.0,0.0834,-4.532,Country Girl (Shake It For Me),73,0.0462,105.97,spotify:track:0yD66650JxhqKbW76C2qCo,https://open.spotify.com/track/0yD66650JxhqKbW76C2qCo,0.6709999999999999,n
380,0.0525,0.715,207333,0.655,True,5HQVUIKwCEXpe7JIHyY734,0.0,0.115,-6.425,"Young, Wild & Free (feat. Bruno Mars)",78,0.13699999999999998,95.07799999999999,spotify:track:5HQVUIKwCEXpe7JIHyY734,https://open.spotify.com/track/5HQVUIKwCEXpe7JIHyY734,0.531,n
381,0.131,0.7290000000000001,228293,0.7559999999999999,False,1CkvWZme3pRgbzaxZnTl5X,0.0,0.0527,-5.119,Rolling in the Deep,75,0.0294,104.945,spotify:track:1CkvWZme3pRgbzaxZnTl5X,https://open.spotify.com/track/1CkvWZme3pRgbzaxZnTl5X,0.522,y
382,0.000927,0.7,207880,0.9229999999999999,False,6Wtc1K3dvTIEsWU3rSIZXn,0.00826,0.0966,-2.85,Feel So Close - Radio Edit,52,0.0324,127.95200000000001,spotify:track:6Wtc1K3dvTIEsWU3rSIZXn,https://open.spotify.com/track/6Wtc1K3dvTIEsWU3rSIZXn,0.904,n
383,0.0239,0.711,195280,0.9279999999999999,False,4zIaXqKCXZs02eB6jEe5Mf,0.000278,0.133,-4.162,Mr. Saxobeat - Radio Edit,62,0.0527,127.04700000000001,spotify:track:4zIaXqKCXZs02eB6jEe5Mf,https://open.spotify.com/track/4zIaXqKCXZs02eB6jEe5Mf,0.745,n
384,0.000343,0.581,320586,0.772,False,0JNdS1n0ifOP25XvhwAMgM,0.0191,0.11,-6.544,The Edge Of Glory,63,0.0401,127.95200000000001,spotify:track:0JNdS1n0ifOP25XvhwAMgM,https://open.spotify.com/track/0JNdS1n0ifOP25XvhwAMgM,0.361,n
385,0.308,0.665,212146,0.787,False,3axkNosdVQLZiq1HakuGhc,0.0,0.21899999999999997,-5.73,Countdown,69,0.151,167.34900000000002,spotify:track:3axkNosdVQLZiq1HakuGhc,https://open.spotify.com/track/3axkNosdVQLZiq1HakuGhc,0.6990000000000001,n
386,0.000177,0.644,240306,0.6609999999999999,False,4aX4Oycsk1fhHIee1zqsDe,5.14e-06,0.10800000000000001,-6.093,How To Love,69,0.0418,154.001,spotify:track:4aX4Oycsk1fhHIee1zqsDe,https://open.spotify.com/track/4aX4Oycsk1fhHIee1zqsDe,0.272,n
387,0.0292,0.662,210093,0.873,True,63rbP24OzfaQCJjsHWZXnY,0.0,0.22399999999999998,-3.116,Where Them Girls At (feat. Nicki Minaj & Flo Rida),61,0.0395,129.90200000000002,spotify:track:63rbP24OzfaQCJjsHWZXnY,https://open.spotify.com/track/63rbP24OzfaQCJjsHWZXnY,0.5920000000000001,n
388,0.0328,0.396,252853,0.629,True,09ZcYBGFX16X8GMDrvqQwt,0.0,0.183,-4.78,For the First Time,66,0.0287,173.794,spotify:track:09ZcYBGFX16X8GMDrvqQwt,https://open.spotify.com/track/09ZcYBGFX16X8GMDrvqQwt,0.358,y
389,0.00036899999999999997,0.705,241666,0.882,True,2QtxlzvSBONjs1bDC34ixs,1.16e-06,0.0934,-3.201,Yeah 3x,69,0.0445,130.0,spotify:track:2QtxlzvSBONjs1bDC34ixs,https://open.spotify.com/track/2QtxlzvSBONjs1bDC34ixs,0.7,y
390,0.000392,0.486,212293,0.831,False,1fBl642IhJOE5U319Gy2Go,0.0,0.363,-5.5,Animal,70,0.0506,148.026,spotify:track:1fBl642IhJOE5U319Gy2Go,https://open.spotify.com/track/1fBl642IhJOE5U319Gy2Go,0.8,y
391,0.00987,0.736,204760,0.8170000000000001,False,3LUWWox8YYykohBbHUrrxd,0.0016699999999999998,0.11699999999999999,-4.9,We R Who We R,71,0.0407,119.95,spotify:track:3LUWWox8YYykohBbHUrrxd,https://open.spotify.com/track/3LUWWox8YYykohBbHUrrxd,0.653,y
392,0.11900000000000001,0.78,235520,0.7140000000000001,False,6jAsmDJI8iPhGWtS27kZ67,4.1e-06,0.217,-4.155,Only Girl (In The World),67,0.0382,125.92399999999999,spotify:track:6jAsmDJI8iPhGWtS27kZ67,https://open.spotify.com/track/6jAsmDJI8iPhGWtS27kZ67,0.6659999999999999,n
393,0.00875,0.562,198133,0.861,False,5kwAIpUBwhmiBpsJlcMgO1,1.28e-06,0.594,-4.043,Fade Into Darkness - Vocal Radio Mix,62,0.0315,126.009,spotify:track:5kwAIpUBwhmiBpsJlcMgO1,https://open.spotify.com/track/5kwAIpUBwhmiBpsJlcMgO1,0.812,n
394,0.0848,0.758,230906,0.6859999999999999,False,0Oe49j06Bjrxs8PltuVeaW,0.0012699999999999999,0.142,-6.346,On The Floor - Radio Edit,74,0.0792,130.007,spotify:track:0Oe49j06Bjrxs8PltuVeaW,https://open.spotify.com/track/0Oe49j06Bjrxs8PltuVeaW,0.444,n
395,0.20800000000000002,0.6,167426,0.8079999999999999,False,3ts6xK5GzfMAAriT9AIBmP,0.0,0.196,-4.678999999999999,Barefoot Blue Jean Night,72,0.0403,172.016,spotify:track:3ts6xK5GzfMAAriT9AIBmP,https://open.spotify.com/track/3ts6xK5GzfMAAriT9AIBmP,0.809,y
396,0.00296,0.6990000000000001,196813,0.882,False,6jg5SRvdGxvJ0DzNV0UqEK,0.0544,0.13,-3.8960000000000004,Please Don't Go,64,0.0311,120.016,spotify:track:6jg5SRvdGxvJ0DzNV0UqEK,https://open.spotify.com/track/6jg5SRvdGxvJ0DzNV0UqEK,0.657,y
397,0.0421,0.531,237800,0.752,False,3ZdJffjzJWFimSQyxgGIxN,0.0,0.12,-6.1610000000000005,Just A Dream - Main,74,0.0305,89.917,spotify:track:3ZdJffjzJWFimSQyxgGIxN,https://open.spotify.com/track/3ZdJffjzJWFimSQyxgGIxN,0.10300000000000001,n
398,0.00379,0.696,210266,0.546,False,5cCAZS9VhLGEDV4NCfieeg,3.8e-06,0.332,-6.55,I Wanna Go,65,0.0414,130.002,spotify:track:5cCAZS9VhLGEDV4NCfieeg,https://open.spotify.com/track/5cCAZS9VhLGEDV4NCfieeg,0.787,y
399,0.0067599999999999995,0.435,216893,0.8370000000000001,False,4DvhkX2ic4zWkQeWMwQ2qf,0.0,0.11699999999999999,-8.126,Like A G6,69,0.449,124.913,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,https://open.spotify.com/track/4DvhkX2ic4zWkQeWMwQ2qf,0.778,n
400,0.0189,0.75,262173,0.727,False,0IkKz2J93C94Ei4BvDop7P,0.0,0.266,-4.21,Party Rock Anthem,67,0.142,129.993,spotify:track:0IkKz2J93C94Ei4BvDop7P,https://open.spotify.com/track/0IkKz2J93C94Ei4BvDop7P,0.359,y
401,0.34700000000000003,0.68,229400,0.741,False,2qYsSHsYkihWx043HVJQRV,1.87e-06,0.11699999999999999,-5.055,Dirt Road Anthem,73,0.0357,127.024,spotify:track:2qYsSHsYkihWx043HVJQRV,https://open.spotify.com/track/2qYsSHsYkihWx043HVJQRV,0.635,y
402,0.0794,0.75,231826,0.687,False,2ls70nUDfjzm1lSRDuKxmw,0.0,0.0732,-5.44,Blank Space,67,0.0704,96.031,spotify:track:2ls70nUDfjzm1lSRDuKxmw,https://open.spotify.com/track/2ls70nUDfjzm1lSRDuKxmw,0.597,y
403,0.00264,0.5920000000000001,231000,0.8009999999999999,False,0ug5NqcwcFR2xrfTkc7k8e,0.00126,0.11699999999999999,-5.522,Style,70,0.0372,95.03200000000001,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,https://open.spotify.com/track/0ug5NqcwcFR2xrfTkc7k8e,0.502,y
404,0.00487,0.5539999999999999,223546,0.772,False,6F5c58TMEs1byxUstkzVeM,6.6e-06,0.354,-4.821000000000001,Roar,78,0.0418,179.984,spotify:track:6F5c58TMEs1byxUstkzVeM,https://open.spotify.com/track/6F5c58TMEs1byxUstkzVeM,0.455,y
405,0.12300000000000001,0.706,201600,0.728,False,5vTPxzm4h2bY9rYyVrGEU5,0.0,0.185,-3.602,Really Don't Care,70,0.0852,121.01700000000001,spotify:track:5vTPxzm4h2bY9rYyVrGEU5,https://open.spotify.com/track/5vTPxzm4h2bY9rYyVrGEU5,0.851,n
406,0.0761,0.858,188453,0.6779999999999999,False,0laYHRpNTS6i8FXdupHkJ4,0.0,0.0741,-3.87,Love You Like A Love Song,76,0.0469,117.009,spotify:track:0laYHRpNTS6i8FXdupHkJ4,https://open.spotify.com/track/0laYHRpNTS6i8FXdupHkJ4,0.922,n
407,0.40700000000000003,0.53,221360,0.42200000000000004,False,2vwlzO0Qp8kfEtzTsCXfyE,0.0,0.107,-6.2620000000000005,Wrecking Ball,76,0.0342,119.964,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,https://open.spotify.com/track/2vwlzO0Qp8kfEtzTsCXfyE,0.349,y
408,0.0162,0.782,193400,0.6,False,20I6sIOMTCkB6w7ryavxtO,1.81e-06,0.10800000000000001,-6.532,Call Me Maybe,75,0.0416,120.05,spotify:track:20I6sIOMTCkB6w7ryavxtO,https://open.spotify.com/track/20I6sIOMTCkB6w7ryavxtO,0.612,y
409,0.0101,0.546,231986,0.787,False,6LoQHIo74tOzQ8EsLEkhgF,0.00021,0.0809,-4.1,Come & Get It,70,0.0517,79.979,spotify:track:6LoQHIo74tOzQ8EsLEkhgF,https://open.spotify.com/track/6LoQHIo74tOzQ8EsLEkhgF,0.573,y
410,0.0533,0.524,253933,0.904,False,7qtAgn9mwxygsPOsUDVRRt,0.0,0.7759999999999999,-2.0709999999999997,Survivor,66,0.39799999999999996,161.188,spotify:track:7qtAgn9mwxygsPOsUDVRRt,https://open.spotify.com/track/7qtAgn9mwxygsPOsUDVRRt,0.655,y
411,0.0544,0.6559999999999999,214240,0.841,False,6epn3r7S14KUqlReYr77hA,0.0,0.122,-5.183,Baby,76,0.23199999999999998,65.024,spotify:track:6epn3r7S14KUqlReYr77hA,https://open.spotify.com/track/6epn3r7S14KUqlReYr77hA,0.522,y
412,0.135,0.48200000000000004,224920,0.706,False,4esOae7i4rqTbAu9o5Pxco,0.00106,0.105,-5.7620000000000005,Girl On Fire,76,0.0609,92.494,spotify:track:4esOae7i4rqTbAu9o5Pxco,https://open.spotify.com/track/4esOae7i4rqTbAu9o5Pxco,0.14400000000000002,n
413,0.0984,0.6,210240,0.6829999999999999,False,514rhnksEwHUh6LxXsQ4Y9,1.26e-06,0.11,-6.271,Back To You,76,0.0493,102.036,spotify:track:514rhnksEwHUh6LxXsQ4Y9,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9,0.494,n
414,0.579,0.503,207029,0.741,False,4keoy2fqgwGnbWlm3ZVZFa,1.49e-06,0.0712,-5.127999999999999,Happy Now,82,0.047,88.335,spotify:track:4keoy2fqgwGnbWlm3ZVZFa,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa,0.45799999999999996,n
415,0.171,0.753,184732,0.657,False,09IStsImFySgyp0pIQdqAc,0.0,0.11199999999999999,-3.0610000000000004,The Middle,85,0.0449,107.01,spotify:track:09IStsImFySgyp0pIQdqAc,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,0.43700000000000006,y
416,0.327,0.687,194407,0.785,False,3KLygy1YWhmrQx0GRs7IOx,0.0,0.203,-4.65,Rise,27,0.0333,106.046,spotify:track:3KLygy1YWhmrQx0GRs7IOx,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,0.655,n
417,0.040999999999999995,0.841,164146,0.622,False,0Dq49j3dELbttQVUJbtn0c,0.0,0.126,-6.763,Nervous,16,0.0756,121.988,spotify:track:0Dq49j3dELbttQVUJbtn0c,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c,0.738,n
418,0.0822,0.353,193680,0.755,False,003eoIwxETJujVWmNFMoZy,0.0,0.39,-6.276,Growing Pains,61,0.733,191.153,spotify:track:003eoIwxETJujVWmNFMoZy,https://open.spotify.com/track/003eoIwxETJujVWmNFMoZy,0.43700000000000006,n
419,0.0589,0.835,217925,0.626,True,2G7V7zsVDxg1yRsu7Ew9RJ,5.9999999999999995e-05,0.396,-5.832999999999999,In My Feelings,84,0.125,91.03,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,0.35,y
420,0.26899999999999996,0.601,190295,0.775,False,6jreFSOTUAViWjKyzOC4Kg,0.0,0.0883,-4.612,REMEDY,80,0.0473,119.964,spotify:track:6jreFSOTUAViWjKyzOC4Kg,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg,0.483,n
421,0.6970000000000001,0.5529999999999999,196373,0.586,True,3EPXxR3ImUwfayaurPi3cm,0.0,0.0813,-6.319,Be Alright,86,0.0362,126.684,spotify:track:3EPXxR3ImUwfayaurPi3cm,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,0.44299999999999995,n
422,0.0104,0.588,238173,0.67,False,5N4erncE7kuUccm7zEmwzk,3.33e-06,0.33799999999999997,-6.439,Electricity (with Dua Lipa),82,0.0473,118.15899999999999,spotify:track:5N4erncE7kuUccm7zEmwzk,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,0.505,n
423,0.863,0.544,191813,0.379,False,4QfNOZN7vrQCQKK1ZJ3XPb,0.0,0.083,-9.113,Heaven,19,0.0412,199.75599999999997,spotify:track:4QfNOZN7vrQCQKK1ZJ3XPb,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb,0.322,y
424,0.609,0.732,164373,0.436,False,4XLu3tTSZiPFVC9mmuR6Zp,0.0,0.10800000000000001,-7.409,All These Years,72,0.11699999999999999,94.852,spotify:track:4XLu3tTSZiPFVC9mmuR6Zp,https://open.spotify.com/track/4XLu3tTSZiPFVC9mmuR6Zp,0.475,n
425,0.0337,0.6609999999999999,219373,0.8140000000000001,False,6l0Ky2PycJV1Bz88kFeVGL,8.27e-06,0.0518,-5.529,Capital Letters,77,0.0759,99.963,spotify:track:6l0Ky2PycJV1Bz88kFeVGL,https://open.spotify.com/track/6l0Ky2PycJV1Bz88kFeVGL,0.45899999999999996,n
426,0.883,0.669,121886,0.308,False,7AFASza1mXqntmGtbxXprO,0.0,0.0984,-10.068,changes,86,0.028999999999999998,64.934,spotify:track:7AFASza1mXqntmGtbxXprO,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,0.52,n
427,0.693,0.64,210375,0.321,False,7wC5eZcFS1Q1BsQ35DU6H4,0.0307,0.114,-14.604000000000001,come out and play,78,0.0931,145.045,spotify:track:7wC5eZcFS1Q1BsQ35DU6H4,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4,0.177,n
428,0.004070000000000001,0.701,204726,0.45799999999999996,False,1YHT1FZv5t3ZFLsVPuy6Rq,0.000151,0.045,-7.749,My My My!,17,0.0836,102.96700000000001,spotify:track:1YHT1FZv5t3ZFLsVPuy6Rq,https://open.spotify.com/track/1YHT1FZv5t3ZFLsVPuy6Rq,0.48200000000000004,n
429,0.0632,0.623,223846,0.493,False,1sYSP7gKa5kdKIfhANfori,0.0,0.10400000000000001,-7.727,Lights Down Low,71,0.0338,81.01899999999999,spotify:track:1sYSP7gKa5kdKIfhANfori,https://open.spotify.com/track/1sYSP7gKa5kdKIfhANfori,0.594,y
430,0.349,0.511,239835,0.5660000000000001,True,0s3nnoMeVWz3989MkNQiRf,0.0,0.34,-7.23,Lucid Dreams,20,0.2,83.90299999999999,spotify:track:0s3nnoMeVWz3989MkNQiRf,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf,0.218,y
431,0.743,0.6809999999999999,191001,0.292,False,52iLDrSoRtf9lcgFuLVfqE,0.0,0.0974,-9.599,Older,77,0.0483,64.002,spotify:track:52iLDrSoRtf9lcgFuLVfqE,https://open.spotify.com/track/52iLDrSoRtf9lcgFuLVfqE,0.162,n
432,0.184,0.765,217306,0.523,False,1rfofaqEpACxVEHIZBJe6W,3.5600000000000005e-05,0.132,-4.333,Havana (feat. Young Thug),86,0.03,104.988,spotify:track:1rfofaqEpACxVEHIZBJe6W,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,0.39399999999999996,n
